Nível;Cód.;Município;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
MU;4214300;Rancho Queimado (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4214409;Rio das Antas (SC);-;-;2024;2600;2600;2600;2400;1800;2400;3000;3000;3300;3600;3600;3600;3000;3500;3500;3533;3300
MU;4214508;Rio do Campo (SC);-;-;-;-;-;-;-;-;1500;-;2700;3000;3000;3300;3600;3600;3600;3000;3500;2400
MU;4214607;Rio do Oeste (SC);-;-;-;2400;2400;2400;2400;-;-;-;-;2400;3000;3000;3000;3600;3600;3600;3900;3900
MU;4214706;Rio dos Cedros (SC);-;-;-;-;-;-;-;-;-;1800;1800;1800;1800;1800;1800;1809;2000;3702;1872;1894
MU;4214805;Rio do Sul (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3000;3900;3300;3900;3900
MU;4214904;Rio Fortuna (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2833
MU;4215000;Rio Negrinho (SC);2400;2700;2300;1450;2300;2700;2700;2700;3000;2700;3200;3200;3200;3200;3400;3200;3200;3200;3200;3365
MU;4215059;Rio Rufino (SC);-;-;-;-;-;-;-;-;-;-;3000;2500;3000;3000;3600;3600;3900;2400;3720;3000
MU;4215075;Riqueza (SC);1800;1575;1080;2100;2100;1440;1440;2400;1800;1800;1500;1800;2400;2100;1800;2100;2100;2760;2100;1523
MU;4215109;Rodeio (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4215208;Romelândia (SC);1800;1181;1080;1500;2700;1500;2100;2400;3300;1200;2727;2057;2850;2850;2143;2940;2759;3296;2364;1122
MU;4215307;Salete (SC);-;-;-;-;-;-;-;-;-;2406;3000;-;3000;3000;3000;3600;3600;3000;3200;3200
MU;4215356;Saltinho (SC);-;-;746;2400;2400;3000;2400;2400;3300;1200;3300;2200;3000;3500;4200;3600;3600;4200;3300;1500
MU;4215406;Salto Veloso (SC);-;-;-;-;-;-;-;-;-;-;-;2700;2711;3000;3600;3000;2000;2000;2600;3300
MU;4215455;Sangão (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4215505;Santa Cecília (SC);1800;2100;1500;1800;1800;2100;2100;3000;2400;2400;2400;2400;2400;2400;2925;3000;3000;3600;2975;3000
MU;4215554;Santa Helena (SC);2400;1500;480;2400;2400;1500;1050;2100;1800;1800;1620;1935;2244;2360;2171;2300;2300;2520;2800;1200
MU;4215604;Santa Rosa de Lima (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4215653;Santa Rosa do Sul (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2400
MU;4215679;Santa Terezinha (SC);2700;1890;1500;1000;2100;2000;2000;2400;3300;3000;3000;2100;3600;2700;4020;3600;3600;3000;3400;3600
MU;4215687;Santa Terezinha do Progresso (SC);2400;1000;1000;1600;1600;3000;1360;2400;3000;1800;2400;1200;3000;2000;3600;3000;3000;3300;3000;2400
MU;4215695;Santiago do Sul (SC);2700;2100;1078;2100;2800;2800;2800;2520;3000;1100;3000;2100;2400;3000;3600;3600;3433;3474;2709;845
MU;4215703;Santo Amaro da Imperatriz (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4215752;São Bernardino (SC);3000;2400;1200;2700;3000;2500;2700;3300;3094;1800;2400;2400;2100;3000;3600;3300;3000;3900;3300;1000
MU;4215802;São Bento do Sul (SC);-;-;-;-;-;2500;2500;2500;3000;3000;3600;3300;3300;3300;3300;3300;3300;3300;3300;3046
MU;4215901;São Bonifácio (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4216008;São Carlos (SC);2100;1800;900;2520;2520;1800;1080;2400;1800;1200;2100;2100;2400;2701;2400;3000;2699;3252;2491;2486
MU;4216057;São Cristóvão do Sul (SC);2400;1800;1260;1600;1800;2100;1800;1800;1800;1600;2600;2600;3600;3000;3600;3600;3600;2502;3400;3600
MU;4216107;São Domingos (SC);3000;2100;1480;3000;3000;2400;3000;3300;3300;1700;3200;2700;3300;3300;3300;3900;2356;3268;2976;1793
MU;4216206;São Francisco do Sul (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4216255;São João do Oeste (SC);1800;1800;626;2100;2400;1260;1580;2100;2400;1200;1200;2100;2400;1875;1504;2400;2188;2000;2637;1467
MU;4216305;São João Batista (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4216354;São João do Itaperiú (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4216404;São João do Sul (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3000
MU;4216503;São Joaquim (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4216602;São José (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4216701;São José do Cedro (SC);2400;2100;1500;3300;3000;2700;2700;3300;3300;1200;3000;2700;2520;3300;3676;3257;3244;3470;2982;1238
MU;4216800;São José do Cerrito (SC);1800;1500;900;2000;2400;2400;1800;2400;3000;2100;3000;2700;3600;3600;3900;3000;3600;2100;3600;1500
MU;4216909;São Lourenço do Oeste (SC);2400;2400;910;2400;2700;2700;2700;2700;3600;1440;3000;1500;2400;3000;3900;3600;2700;4200;3000;1200
MU;4217006;São Ludgero (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4217105;São Martinho (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4217154;São Miguel da Boa Vista (SC);2400;900;600;1500;1800;1170;2401;2400;2400;1200;2400;2400;2400;2700;3800;3800;3300;3300;2145;938
MU;4217204;São Miguel do Oeste (SC);2400;2062;1400;2400;2500;1920;2100;3000;3300;1080;3120;2268;3300;3300;3569;2723;2193;3302;2446;1000
MU;4217253;São Pedro de Alcântara (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4217303;Saudades (SC);1800;900;840;1920;1800;1500;1800;2000;1800;1320;2100;1800;3000;2400;2700;3000;2100;2663;1781;2427
MU;4217402;Schroeder (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4217501;Seara (SC);1800;1490;1500;1800;1800;1800;1500;2700;2400;2700;2700;2700;3000;3300;3600;3420;3300;3000;3130;1800
MU;4217550;Serra Alta (SC);2100;1050;630;2100;2520;2520;3000;3000;3300;1200;2700;2160;3000;3000;3800;3600;3300;4200;4200;1500
MU;4217600;Siderópolis (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4217709;Sombrio (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3000;-;3000;3000
MU;4217758;Sul Brasil (SC);1800;1216;481;1618;2100;2100;2100;2225;2400;1080;2195;2400;3000;3300;3300;3600;2700;2700;2100;2700
MU;4217808;Taió (SC);-;1800;900;-;-;-;-;-;-;-;-;-;3000;3300;4200;4200;3900;3000;3800;3000
MU;4217907;Tangará (SC);-;-;-;-;-;2600;2400;2400;3000;3000;2700;3000;3600;3000;3600;3600;3300;3000;3000;2700
MU;4217956;Tigrinhos (SC);2700;2145;1125;2820;3300;2520;2549;3000;3500;2250;2880;2400;3500;2700;1500;3300;2880;3120;3086;2063
MU;4218004;Tijucas (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4218103;Timbé do Sul (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4218202;Timbó (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4218251;Timbó Grande (SC);-;2100;2000;1800;2600;2400;2400;2400;2800;2800;3000;3000;3000;3121;3600;3600;2880;3200;2800;2600
MU;4218301;Três Barras (SC);3000;2500;3000;2700;3300;3000;2700;3500;3720;3520;3780;3660;3670;3600;3900;3450;3720;3900;3354;3364
MU;4218350;Treviso (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4218400;Treze de Maio (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600;2700;2699;3479;3479;3219
MU;4218509;Treze Tílias (SC);-;2100;1200;3000;3000;3300;3300;3300;3200;2700;2700;3100;3150;3150;3480;3000;3360;3360;3260;3500
MU;4218608;Trombudo Central (SC);-;-;2400;2266;2400;2400;-;-;-;-;3000;1800;3300;3300;3299;3900;3900;3600;3300;3600
MU;4218707;Tubarão (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3300;3300;2021
MU;4218756;Tunápolis (SC);1800;1500;900;1200;-;1500;1000;2400;2400;2160;2400;2280;2325;2550;2000;3038;2767;3430;2242;2242
MU;4218806;Turvo (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;2700;3600;2100;2100;2580;2504
MU;4218855;União do Oeste (SC);1500;900;780;1800;3000;1320;1050;1500;2400;1200;2100;1920;2400;2700;3000;3600;2400;3480;2200;2400
MU;4218905;Urubici (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2733
MU;4218954;Urupema (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4219002;Urussanga (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3000;3600;3600;3600;3000
MU;4219101;Vargeão (SC);2700;1700;1800;2400;2220;2280;3000;3500;3000;2100;2880;2700;2700;2700;3000;3300;3000;3000;3300;3000
MU;4219150;Vargem (SC);2400;1500;1032;1800;3000;2400;1620;2500;3000;2800;2718;3300;3100;3100;3660;3300;3600;2880;3240;3400
MU;4219176;Vargem Bonita (SC);2700;1620;1500;2429;2580;2700;2700;3000;3000;2667;2667;3151;2933;3000;3300;3200;3300;3600;3260;3660
MU;4219200;Vidal Ramos (SC);-;-;-;-;-;-;1500;1500;2400;3000;3000;2400;3300;3000;3000;3900;3500;3600;3900;3900
MU;4219309;Videira (SC);-;-;-;-;-;-;-;2400;3000;2640;2880;3120;3600;3420;3420;3420;3480;3500;3500;2400
MU;4219358;Vitor Meireles (SC);-;1200;1500;1800;-;1800;1500;2400;2400;2400;3000;2400;2400;3600;3600;3600;3600;3600;3600;3600
MU;4219408;Witmarsum (SC);-;-;-;-;-;-;-;-;-;-;-;-;-;3600;-;3600;3600;3780;3900;3900
MU;4219507;Xanxerê (SC);3300;2342;1920;3000;3300;2700;3300;3500;3500;2400;3600;3600;3300;3300;3600;3900;3600;3720;3720;2700
MU;4219606;Xavantina (SC);-;1500;650;1200;2000;2000;1200;2400;2400;1200;1800;1800;3000;3000;3200;3000;3300;2873;2955;2100
MU;4219705;Xaxim (SC);3000;1800;1200;1920;3000;2000;2700;3560;3000;1500;3000;2100;3800;3360;3600;3900;3300;3908;3433;1821
MU;4219853;Zortéa (SC);2700;1800;1400;2280;2700;2600;2400;2700;3000;2767;2900;3300;3167;3200;3900;3300;3900;2520;3360;4210
MU;4220000;Balneário Rincão (SC);...;...;...;...;...;...;...;...;...;...;-;-;-;-;-;-;-;-;-;2000
MU;4300034;Aceguá (RS);1260;1260;240;1200;1580;1740;1750;1750;2400;1460;2100;2300;2326;2500;2500;2000;2100;1050;2520;1625
MU;4300059;Água Santa (RS);3300;1800;480;2819;3480;2580;1800;3300;3600;1800;3300;3300;4200;3900;3900;3900;3900;2340;3480;2730
MU;4300109;Agudo (RS);-;-;-;-;-;2400;1914;2100;2700;1500;2800;3000;3420;3000;3100;3000;2979;720;3500;1800
MU;4300208;Ajuricaba (RS);2580;1200;480;1920;2520;2100;2100;2700;2700;800;2580;2220;3300;3300;3780;3600;3780;2061;3900;720
MU;4300307;Alecrim (RS);1543;813;300;900;1700;720;1000;2400;3000;600;2100;2100;3000;3000;3300;3000;2400;3000;3000;720
MU;4300406;Alegrete (RS);2100;840;840;780;1800;1750;1200;2100;1800;510;2400;1800;1800;2600;3000;2400;2400;1200;2700;600
MU;4300455;Alegria (RS);2400;1400;300;1000;2100;1080;1440;2100;2400;413;2400;2300;2700;2880;3296;3000;3008;2716;2716;655
MU;4300471;Almirante Tamandaré do Sul (RS);3120;2150;600;2800;3000;2700;2460;2800;3400;1800;2900;3000;3720;3600;4080;4140;4200;3547;3906;2288
MU;4300505;Alpestre (RS);2280;884;720;1485;1710;1845;1210;2400;2400;1230;2433;1680;2779;2500;3018;2457;2716;1958;2883;1445
MU;4300554;Alto Alegre (RS);3100;1080;600;2580;2100;2000;2820;2640;3180;2280;3360;3000;3298;3300;3608;3312;3000;1200;3900;1000
MU;4300570;Alto Feliz (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4300604;Alvorada (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2000;1400;-;-
MU;4300638;Amaral Ferrador (RS);2400;800;1200;1080;2150;2150;2000;2000;1900;2160;3000;3000;2400;1800;2100;2100;2100;1440;2400;2700
MU;4300646;Ametista do Sul (RS);1260;504;450;750;1500;1050;1350;2100;2500;2400;3000;1080;2800;3000;2880;2850;3000;1500;3120;1350
MU;4300661;André da Rocha (RS);2500;1800;600;2400;2700;2200;2520;2520;2700;1500;2580;2700;3000;3900;3942;3600;3300;1368;3120;1500
MU;4300703;Anta Gorda (RS);2100;1800;416;1470;1680;1160;2100;2703;3000;1500;2903;2700;4200;3588;3867;3641;3900;1646;3600;1500
MU;4300802;Antônio Prado (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600;-;-;-;-;-
MU;4300851;Arambaré (RS);1116;1000;1597;1300;1337;1620;1800;1500;2418;2434;2280;2460;2040;2040;3000;2041;2520;1008;3600;2760
MU;4300877;Araricá (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4300901;Aratiba (RS);1800;1800;480;1800;2400;1800;1680;3300;3000;1200;2100;3000;3000;3700;3600;3900;3300;2100;3533;1500
MU;4301008;Arroio do Meio (RS);2400;1020;671;1260;1512;2400;2520;2400;3300;1440;3780;3000;3600;3600;3600;3275;3600;1899;3938;1420
MU;4301057;Arroio do Sal (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2500
MU;4301073;Arroio do Padre (RS);2000;1100;900;1800;1800;1800;1600;2400;2400;2400;2400;2000;2400;600;3000;1500;3000;960;3300;2720
MU;4301107;Arroio dos Ratos (RS);-;750;600;2200;3000;2280;2700;2700;2460;2220;2700;2100;2400;2700;2700;2400;2400;900;2700;2400
MU;4301206;Arroio do Tigre (RS);2700;1320;660;1800;3000;2700;3820;2760;2880;2160;3360;3180;3480;3180;3900;3600;3600;1500;3480;1680
MU;4301305;Arroio Grande (RS);2100;2100;900;1956;2400;2520;2399;2100;2000;2700;2700;2280;2100;810;3120;1620;2280;1860;3318;2580
MU;4301404;Arvorezinha (RS);1800;1500;719;1800;2220;1900;1800;2400;2400;1680;2700;2700;2700;3000;3600;3600;3300;1800;3600;2410
MU;4301503;Augusto Pestana (RS);2580;1560;420;1620;2520;2220;2040;2520;2880;840;3000;2280;2502;3060;3505;3298;3298;1700;3660;608
MU;4301552;Áurea (RS);2700;1320;348;2700;3000;2000;2160;3300;3300;1800;1620;3300;3000;3600;3600;3600;3600;2010;3600;1800
MU;4301602;Bagé (RS);1260;2000;1560;750;1750;1750;1800;1800;1775;1800;1988;2100;2400;1470;2100;2300;1950;1600;2400;2094
MU;4301636;Balneário Pinhal (RS);-;-;-;-;-;-;-;-;-;-;-;2500;-;-;3600;3000;3000;2286;2893;2400
MU;4301651;Barão (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4301701;Barão de Cotegipe (RS);2700;1200;480;2160;2700;2400;1320;3000;3000;1800;2700;3000;3000;3000;3600;3300;3480;2100;3240;1680
MU;4301750;Barão do Triunfo (RS);2400;1000;333;2400;2400;2275;1800;1850;3200;3000;3000;3000;3000;2400;3200;2500;2700;1000;3000;3500
MU;4301800;Barracão (RS);3120;1620;1320;2280;3000;2580;2400;3180;3180;2760;3000;2700;3300;3900;3900;3720;3720;2290;2880;1920
MU;4301859;Barra do Guarita (RS);2220;1449;600;1000;2500;1100;1680;1800;2700;1080;2400;2700;2400;2700;2700;2700;2700;3000;2700;900
MU;4301875;Barra do Quaraí (RS);1500;600;1300;900;-;-;-;-;-;2100;1200;2250;2500;3100;3836;3500;3200;3000;3689;2250
MU;4301909;Barra do Ribeiro (RS);2100;609;769;1500;2320;1080;2336;1800;2400;2400;2400;2520;2100;2280;3000;3000;3480;1470;2520;4320
MU;4301925;Barra do Rio Azul (RS);2400;1200;722;2040;2398;2400;1080;3300;3300;1156;2738;2500;3300;3600;3600;4200;3500;2700;3120;2520
MU;4301958;Barra Funda (RS);2820;1320;360;2400;2700;2400;2280;2580;3180;1200;3000;2400;3780;3600;4080;4320;3940;3000;3128;2104
MU;4302006;Barros Cassal (RS);2700;1800;719;2220;3000;2300;2500;2100;2700;1800;2700;2700;2700;2820;3500;3180;2700;1620;3200;1600
MU;4302055;Benjamin Constant do Sul (RS);2640;1200;480;2400;2400;2600;1620;2700;2700;600;2580;3000;3000;3600;3300;3300;3400;2280;3300;1650
MU;4302105;Bento Gonçalves (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4302154;Boa Vista das Missões (RS);2830;1200;500;2400;3300;3000;3060;3384;3600;1800;3300;3500;3600;3000;3600;3318;3628;3032;3616;1265
MU;4302204;Boa Vista do Buricá (RS);2040;512;420;1800;2220;1047;1500;2100;2400;480;2700;2100;2520;3000;3300;3000;2880;1860;2700;600
MU;4302220;Boa Vista do Cadeado (RS);2760;1980;540;2220;2400;2340;1637;2759;3000;885;2424;2773;2802;3356;3599;3609;3715;2029;3627;728
MU;4302238;Boa Vista do Incra (RS);2820;1320;720;2200;2100;2000;2040;2280;2700;1560;3010;2566;3206;3313;3644;3639;3428;1157;3900;1272
MU;4302253;Boa Vista do Sul (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4302303;Bom Jesus (RS);2700;1350;1008;1008;1800;1800;2800;2800;2300;1660;2800;2800;3111;3360;3300;3100;3500;2400;4200;2800
MU;4302352;Bom Princípio (RS);1133;1133;800;1133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3333
MU;4302378;Bom Progresso (RS);2400;1151;540;2000;2880;2000;1800;2400;2880;1755;2880;3000;3300;3480;3000;3600;3300;3000;3000;1200
MU;4302402;Bom Retiro do Sul (RS);2700;-;-;2400;2400;2095;1800;2200;1841;1875;2838;2700;2700;2400;2400;2752;2600;2700;2600;751
MU;4302451;Boqueirão do Leão (RS);-;3000;-;900;-;1500;1500;1500;2400;1200;2700;2700;3000;2400;3000;3000;3000;900;3300;2000
MU;4302501;Bossoroca (RS);2400;450;360;720;2100;1500;1080;2460;2040;648;1924;2103;2284;2697;3157;3052;2990;1299;2529;533
MU;4302584;Bozano (RS);2800;1300;420;2000;2500;1740;2200;2700;2950;720;2820;2100;3000;3000;3592;3600;3516;1883;3899;537
MU;4302600;Braga (RS);1800;950;420;1620;2400;1800;2400;2280;2700;1500;2700;2700;3000;3000;3000;3300;3300;2700;3600;800
MU;4302659;Brochier (RS);1500;1500;500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;-;-;-;-;-;-
MU;4302709;Butiá (RS);2100;1200;720;1500;2400;2400;2400;2400;2700;1440;2760;3000;2400;3000;2875;1800;3000;900;3500;3000
MU;4302808;Caçapava do Sul (RS);2100;1080;420;630;2180;2400;2400;2400;2345;1200;2400;2273;2600;2400;2400;2500;2500;986;3000;1230
MU;4302907;Cacequi (RS);2100;1140;900;1000;2208;900;1080;1900;1920;1480;2160;2208;2650;2340;2600;2520;2280;1435;2880;945
MU;4303004;Cachoeira do Sul (RS);2400;1320;850;1700;2400;2100;2160;2520;2880;1303;2281;2700;2537;3124;3230;2312;2973;1320;3232;1588
MU;4303103;Cachoeirinha (RS);-;-;-;-;-;-;-;-;-;-;-;...;...;...;...;...;...;...;...;...
MU;4303202;Cacique Doble (RS);3000;1620;675;2700;3000;2400;2700;3300;3300;3300;2900;3420;3420;3720;3780;3720;3905;2200;3122;1442
MU;4303301;Caibaté (RS);2400;600;240;1260;2200;1740;1260;2700;2761;420;2580;2579;2800;3190;3155;3183;3242;1191;3168;387
MU;4303400;Caiçara (RS);2040;816;510;2040;2040;1206;1260;2300;2700;960;2400;2600;2460;2460;2460;2700;2900;2900;3000;900
MU;4303509;Camaquã (RS);1380;1500;1404;1680;1320;1590;2280;1500;2484;2484;2280;2400;2160;1680;2900;2100;2600;1548;3700;3780
MU;4303558;Camargo (RS);3300;2160;568;2400;3300;2100;2625;3000;3000;2660;3600;3300;3600;3600;3900;3600;3500;2100;3300;1080
MU;4303608;Cambará do Sul (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600;2700;3000;2551;3151;2880
MU;4303673;Campestre da Serra (RS);2700;1680;572;2400;2400;2400;1950;2400;2700;2700;2850;3000;3300;3300;3900;3180;3500;2550;3812;1800
MU;4303707;Campina das Missões (RS);2280;755;300;1300;2100;630;1154;2100;2400;720;1680;1500;2400;2700;3000;2701;3300;2703;2702;180
MU;4303806;Campinas do Sul (RS);2820;2100;564;2700;3000;2220;2160;2700;2700;1890;3030;2820;3000;3600;3600;3500;3500;2700;3840;2250
MU;4303905;Campo Bom (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4304002;Campo Novo (RS);2100;1600;500;2100;2820;1950;2100;2700;3000;1200;2820;2800;3300;3300;3600;3600;3500;2600;3500;1032
MU;4304101;Campos Borges (RS);2820;1380;360;2200;1800;2000;2400;2400;3000;1203;3000;2883;3364;3305;3608;3314;3157;1364;3900;925
MU;4304200;Candelária (RS);2100;1560;720;1980;2520;2520;2700;2400;2940;2160;3120;3000;3120;3300;3500;3300;3540;1950;3600;2700
MU;4304309;Cândido Godói (RS);2520;735;420;1470;2280;960;1536;2700;3000;714;1800;2700;2101;3120;3420;3000;3000;2640;3000;445
MU;4304358;Candiota (RS);-;-;720;950;1500;1500;1500;1500;1500;2100;2400;2200;2160;1680;1700;2500;2700;108;3000;2250
MU;4304408;Canela (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4304507;Canguçu (RS);2400;1170;630;1060;1800;1800;2100;2100;2100;1560;2400;2800;2340;960;2640;1800;3000;1740;3500;2280
MU;4304606;Canoas (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;2000;2000;2000;1400;2000;2000
MU;4304614;Canudos do Vale (RS);-;-;-;-;750;500;2000;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4304622;Capão Bonito do Sul (RS);2700;1400;1000;2400;2700;2280;1980;3300;3300;2400;3000;3200;3600;3600;3840;3600;4080;2500;3600;2100
MU;4304630;Capão da Canoa (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4304655;Capão do Cipó (RS);2640;1020;600;1700;2280;1860;1920;2520;2520;737;2412;2713;2536;2423;3011;2896;2835;1391;3257;635
MU;4304663;Capão do Leão (RS);1500;900;480;1800;1800;2100;2160;2400;2100;2400;2400;2470;2880;1375;3600;2580;2520;1650;3540;3360
MU;4304671;Capivari do Sul (RS);-;-;2400;3000;2800;2200;2200;2200;2353;2300;2549;2549;2880;2900;2760;2760;3000;2700;3200;3200
MU;4304689;Capela de Santana (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1800;-;1680;1680;2500
MU;4304697;Capitão (RS);1222;944;666;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2200
MU;4304705;Carazinho (RS);3000;1800;720;2520;2520;2142;2014;2520;3000;1620;3000;2520;3600;3420;4080;3780;3482;2584;3484;2106
MU;4304713;Caraá (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;3000;3000;975;3600;1800;3600;3600
MU;4304804;Carlos Barbosa (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4304853;Carlos Gomes (RS);2100;1050;540;1575;1942;1500;2300;2700;3000;1625;2387;2400;3000;3500;3600;3600;3500;2400;3700;1800
MU;4304903;Casca (RS);3600;2100;720;2400;3300;2700;2700;3300;3300;2100;3300;3300;3900;3600;3900;3900;3600;1200;3700;1850
MU;4304952;Caseiros (RS);3000;1560;600;2400;2520;2100;1980;2400;2880;2240;3000;3000;3600;3600;3600;3600;3600;2880;3300;1500
MU;4305009;Catuípe (RS);2520;1800;500;1800;2500;2000;2100;2400;2820;600;2380;1900;2803;3317;3401;3320;3600;1649;3800;761
MU;4305108;Caxias do Sul (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600;3000;3200;2551;2551;2551
MU;4305116;Centenário (RS);2700;1674;540;2430;2880;1800;2400;2900;3300;2550;2056;2200;3300;3610;3600;3300;4000;2100;3300;2000
MU;4305124;Cerrito (RS);1800;1320;900;1600;1800;1800;2000;2000;1920;2200;2400;2400;2400;1440;3000;2091;2400;1620;3300;3600
MU;4305132;Cerro Branco (RS);2400;1200;1200;1800;1800;2000;2000;2400;2880;2100;3000;2858;2880;2872;3200;3300;3120;1800;3300;2520
MU;4305157;Cerro Grande (RS);1800;900;360;1800;2160;1260;1800;2700;2700;500;2700;2900;3000;3180;3200;3300;3300;2400;3600;2500
MU;4305173;Cerro Grande do Sul (RS);2000;1533;1500;-;-;2400;-;-;1667;1692;2400;2400;2400;2400;2520;2400;2700;1800;2700;3000
MU;4305207;Cerro Largo (RS);2400;720;360;1100;2100;1400;1560;2100;2700;720;2280;2280;2500;3000;3300;3000;3600;1979;2700;180
MU;4305306;Chapada (RS);3000;1600;800;2000;2535;2400;2250;2800;3400;1200;2700;2700;3000;3000;3904;3179;3615;2640;3323;1829
MU;4305355;Charqueadas (RS);3060;1160;-;1500;2700;2000;3000;3300;3305;2100;3000;2700;2700;3036;2880;2500;3000;1080;2500;1500
MU;4305371;Charrua (RS);3300;1620;539;3000;3300;2500;2400;3300;3300;2400;3170;3300;3420;3400;3720;3600;3780;2200;3300;2400
MU;4305405;Chiapetta (RS);2500;1620;420;1320;2400;1920;2100;2520;3150;500;2880;2812;3392;3506;3911;3694;3556;2864;3790;1107
MU;4305439;Chuí (RS);-;-;-;-;-;-;-;-;-;-;1501;1800;2520;1988;1988;2760;3513;2760;2503;3420
MU;4305447;Chuvisca (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;2800;-;-;1250;2800;2800
MU;4305454;Cidreira (RS);-;-;-;-;-;-;-;-;-;2300;3000;3000;3000;3241;3462;3000;3000;1600;3075;1508
MU;4305504;Ciríaco (RS);2900;1890;600;2700;3000;2430;1500;3000;3500;1920;3000;2850;3200;3200;3200;3250;3500;1753;3500;1800
MU;4305587;Colinas (RS);2100;735;360;1200;2000;2400;2160;2700;2700;2100;3300;3300;3600;3300;3600;3900;3300;1882;3300;1400
MU;4305603;Colorado (RS);3300;1890;900;2580;3060;2700;2880;3300;3700;1620;3480;3120;3900;4080;4440;4450;4200;2223;4500;2101
MU;4305702;Condor (RS);3030;1320;600;2100;2700;2100;2400;2600;3000;1000;2700;2700;3846;3727;4140;3973;3750;2362;3633;1850
