Município;2005;2004;2003
Mg-Cajuri;11;9;2
Mg-Caldas;5;3;3
Mg-Camacho;0;0;1
Mg-Camanducaia;9;6;7
Mg-Cambui;8;8;8
Mg-Cambuquira;99;77;88
Mg-Campanario;70;71;66
Mg-Campanha;46;9;1
Mg-Campestre;5;2;2
Mg-Campina Verde;326;308;270
Mg-Campo Azul;4;3;4
Mg-Campo Belo;65;78;71
Mg-Campo do Meio;0;0;0
Mg-Campo Florido;166;163;165
Mg-Campos Altos;39;36;48
Mg-Campos Gerais;5;5;2
Mg-Canaa;2;2;2
Mg-Canapolis;145;136;92
Mg-Cana Verde;1;1;1
Mg-Candeias;72;71;9
Mg-Cantagalo;4;1;0
Mg-Caparao;0;0;0
Mg-Capela Nova;1;0;0
Mg-Capelinha;2;4;1
Mg-Capetinga;12;17;19
Mg-Capim Branco;35;40;15
Mg-Capinopolis;61;64;54
Mg-Capitao Andrade;5;6;7
Mg-Capitao Eneas;138;105;91
Mg-Capitolio;64;63;82
Mg-Caputira;0;0;0
Mg-Carai;39;33;24
Mg-Caranaiba;16;16;13
Mg-Carandai;79;82;53
Mg-Carangola;114;113;103
Mg-Caratinga;70;69;39
Mg-Carbonita;9;5;2
Mg-Careacu;63;55;54
Mg-Carlos Chagas;1123;1119;1111
Mg-Carmesia;0;0;7
Mg-Carmo da Cachoeira;10;9;10
Mg-Carmo da Mata;6;5;5
Mg-Carmo de Minas;9;9;12
Mg-Carmo do Cajuru;139;124;118
Mg-Carmo do Paranaiba;202;222;222
Mg-Carmo do Rio Claro;174;151;48
Mg-Carmopolis de Minas;32;11;6
Mg-Carneirinho;373;348;310
Mg-Carrancas;59;66;55
Mg-Carvalhopolis;2;1;2
Mg-Carvalhos;20;15;11
Mg-Casa Grande;21;21;14
Mg-Cascalho Rico;31;27;27
Mg-Cassia;272;267;253
Mg-Conceicao da Barra de Minas;20;24;22
Mg-Cataguases;116;93;86
Mg-Catas Altas;4;3;1
Mg-Catas Altas da Noruega;4;3;3
Mg-Catuji;14;16;11
Mg-Catuti;1;0;0
Mg-Caxambu;29;30;19
Mg-Cedro do Abaete;7;8;7
Mg-Central de Minas;17;2;5
Mg-Centralina;61;57;51
Mg-Chacara;48;41;45
Mg-Chale;7;8;8
Mg-Chapada do Norte;1;1;1
Mg-Chapada Gaucha;0;0;0
Mg-Chiador;56;44;39
Mg-Cipotanea;10;11;10
Mg-Claraval;6;11;11
Mg-Claro dos Pocoes;42;39;34
Mg-Claudio;126;136;135
Mg-Coimbra;1;1;2
Mg-Coluna;11;8;7
Mg-Comendador Gomes;91;70;90
Mg-Comercinho;1;0;1
Mg-Conceicao da Aparecida;2;1;7
Mg-Conceicao das Pedras;51;57;4
Mg-Conceicao das Alagoas;80;65;47
Mg-Conceicao de Ipanema;35;43;17
Mg-Conceicao do Mato Dentro;42;11;3
Mg-Conceicao do Para;62;59;55
Mg-Conceicao do Rio Verde;2;1;2
Mg-Conceicao dos Ouros;6;6;5
Mg-Conego Marinho;1;0;0
Mg-Confins;1;1;1
Mg-Congonhal;3;4;7
Mg-Congonhas;20;14;14
Mg-Congonhas do Norte;0;0;1
Mg-Conquista;38;45;40
Mg-Conselheiro Lafaiete;136;134;140
Mg-Conselheiro Pena;6;6;4
Mg-Consolacao;5;7;1
Mg-Contagem;55;41;51
Mg-Coqueiral;0;0;0
Mg-Coracao de Jesus;52;35;43
Mg-Cordisburgo;43;25;37
Mg-Cordislandia;22;16;9
Mg-Corinto;136;117;88
Mg-Coroaci;30;34;45
Mg-Coromandel;182;130;116
Mg-Coronel Fabriciano;9;9;12
Mg-Coronel Murta;7;5;5
Mg-Coronel Pacheco;31;20;89
Mg-Coronel Xavier Chaves;59;53;45
Mg-Corrego Danta;47;39;46
Mg-Corrego do Bom Jesus;6;3;5
Mg-Corrego Fundo;0;0;0
Mg-Corrego Novo;9;10;9
Mg-Couto de Magalhaes de Minas;1;0;0
Mg-Crisolita;64;60;60
Mg-Cristais;17;21;18
Mg-Cristalia;0;0;0
Mg-Cristiano Otoni;40;29;34
Mg-Cristina;5;3;0
Mg-Crucilandia;24;16;15
Mg-Cruzeiro da Fortaleza;10;12;13
Mg-Cruzilia;20;21;24
Mg-Cuparaque;2;0;0
Mg-Curral de Dentro;11;4;5
Mg-Curvelo;553;506;452
Mg-Datas;1;1;1
Mg-Delfim Moreira;61;55;57
Mg-Delfinopolis;192;191;141
Mg-Delta;10;12;9
Mg-Descoberto;19;17;14
Mg-Desterro de Entre Rios;13;13;9
Mg-Desterro do Melo;9;14;13
Mg-Diamantina;59;45;33
Mg-Diogo de Vasconcelos;3;2;2
Mg-Dionisio;15;17;14
Mg-Divinesia;33;29;25
Mg-Divino;40;32;34
Mg-Divino das Laranjeiras;25;25;15
Mg-Divinolandia de Minas;1;1;1
Mg-Divinopolis;237;215;129
Mg-Divisa Alegre;0;0;0
Mg-Divisa Nova;15;15;14
Mg-Divisopolis;6;6;11
Mg-Dom Bosco;10;8;10
Mg-Dom Cavati;2;1;1
Mg-Dom Joaquim;2;2;3
Mg-Dom Silverio;23;40;20
Mg-Dom Vicoso;19;13;12
Mg-Dona Eusebia;2;0;6
Mg-Dores de Campos;0;0;1
Mg-Dores de Guanhaes;31;30;32
Mg-Dores do Indaia;335;232;241
Mg-Dores do Turvo;4;2;1
Mg-Doresopolis;1;0;2
Mg-Douradoquara;12;12;11
Mg-Durande;7;9;10
Mg-Eloi Mendes;12;16;9
Mg-Engenheiro Caldas;84;74;90
Mg-Engenheiro Navarro;11;7;5
Mg-Entre Folhas;2;5;2
Mg-Entre Rios de Minas;137;65;70
Mg-Ervalia;1;1;0
Mg-Esmeraldas;238;193;201
Mg-Espera Feliz;20;30;16
Mg-Espinosa;7;6;6
Mg-Espirito Santo do Dourado;13;11;5
Mg-Estiva;16;10;2
Mg-Estrela Dalva;98;96;92
Mg-Estrela do Indaia;23;24;16
Mg-Estrela do Sul;56;57;46
Mg-Eugenopolis;50;54;45
Mg-Ewbank da Camara;20;22;23
Mg-Extrema;9;11;12
Mg-Fama;4;4;23
Mg-Faria Lemos;114;115;109
Mg-Felicio dos Santos;4;4;1
Mg-Sao Goncalo do Rio Preto;2;4;0
Mg-Felisburgo;59;54;37
Mg-Felixlandia;210;227;200
Mg-Fernandes Tourinho;59;66;61
Mg-Ferros;177;167;147
Mg-Fervedouro;5;3;4
Mg-Florestal;110;104;106
Mg-Formiga;80;96;76
Mg-Formoso;17;17;18
Mg-Fortaleza de Minas;36;7;4
Mg-Fortuna de Minas;44;24;18
Mg-Francisco Badaro;1;1;0
Mg-Francisco Dumont;38;26;34
Mg-Francisco Sa;163;141;141
Mg-Franciscopolis;18;14;9
Mg-Frei Gaspar;108;94;94
Mg-Frei Inocencio;133;129;145
Mg-Frei Lagonegro;1;0;2
Mg-Fronteira;20;22;24
Mg-Fronteira dos Vales;12;9;10
Mg-Fruta de Leite;0;0;0
Mg-Frutal;224;213;276
Mg-Funilandia;120;117;107
Mg-Galileia;136;108;109
Mg-Gameleiras;17;20;4
Mg-Glaucilandia;14;8;10
Mg-Goiabeira;0;0;0
Mg-Goiana;60;64;53
Mg-Goncalves;13;5;7
Mg-Gonzaga;1;2;1
Mg-Gouveia;42;38;30
Mg-Governador Valadares;764;776;823
Mg-Grao Mogol;2;3;0
Mg-Grupiara;9;2;5
Mg-Guanhaes;21;21;24
Mg-Guape;55;24;14
Mg-Guaraciaba;48;45;49
Mg-Guaraciama;3;4;3
Mg-Guaranesia;28;27;12
Mg-Guarani;138;115;132
Mg-Guarara;71;74;76
Mg-Guarda-Mor;60;44;49
Mg-Guaxupe;17;11;16
Mg-Guidoval;8;8;10
Mg-Guimarania;66;47;39
Mg-Guiricema;24;34;39
Mg-Gurinhata;152;126;100
Mg-Heliodora;0;0;0
Mg-Iapu;26;32;27
Mg-Ibertioga;30;24;24
Mg-Ibia;223;212;194
Mg-Ibiai;7;9;5
Mg-Ibiracatu;6;5;6
Mg-Ibiraci;4;8;14
Mg-Ibirite;3;2;3
Mg-Ibitiura de Minas;4;6;4
Mg-Ibituruna;26;19;8
Mg-Icarai de Minas;14;2;1
Mg-Igarape;33;19;12
Mg-Igaratinga;59;40;39
Mg-Iguatama;55;75;68
Mg-Ijaci;30;33;32
Mg-Ilicinea;2;2;2
Mg-Imbe de Minas;2;0;2
Mg-Inconfidentes;7;11;11
Mg-Indaiabira;3;4;3
Mg-Indianopolis;52;43;23
Mg-Ingai;124;135;120
Mg-Inhapim;34;31;34
Mg-Inhauma;135;151;136
Mg-Inimutaba;98;83;48
Mg-Ipaba;3;5;3
Mg-Ipanema;104;95;80
Mg-Ipatinga;37;38;32
Mg-Ipiacu;64;60;32
Mg-Ipuiuna;2;0;0
Mg-Irai de Minas;13;3;1
Mg-Itabira;126;103;90
Mg-Itabirinha;14;5;8
Mg-Itabirito;17;26;35
Mg-Itacambira;1;1;1
Mg-Itacarambi;156;116;93
Mg-Itaguara;64;28;17
Mg-Itaipe;11;19;22
Mg-Itajuba;63;67;63
Mg-Itamarandiba;5;2;1
Mg-Itamarati de Minas;4;6;6
Mg-Itambacuri;226;225;205
Mg-Itambe do Mato Dentro;0;0;1
Mg-Itamogi;4;7;7
Mg-Itamonte;27;28;24
Mg-Itanhandu;45;59;51
Mg-Itanhomi;21;22;24
Mg-Itaobim;21;25;15
Mg-Itapagipe;127;100;69
Mg-Itapecerica;55;53;29
Mg-Itapeva;45;52;47
Mg-Itatiaiucu;29;26;21
Mg-Itau de Minas;4;3;3
Mg-Itauna;284;265;256
Mg-Itaverava;18;14;12
Mg-Itinga;7;11;13
Mg-Itueta;5;16;7
Mg-Ituiutaba;593;474;351
Mg-Itumirim;11;10;11
Mg-Iturama;313;276;269
Mg-Itutinga;23;26;26
Mg-Jaboticatubas;54;35;28
Mg-Jacinto;103;121;115
Mg-Jacui;4;3;1
Mg-Jacutinga;25;17;19
Mg-Jaguaracu;27;20;22
Mg-Jaiba;116;97;51
Mg-Jampruca;48;37;33
Mg-Janauba;335;295;244
Mg-Januaria;152;139;159
Mg-Japaraiba;26;15;18
Mg-Japonvar;0;0;0
Mg-Jeceaba;24;8;15
Mg-Jenipapo de Minas;1;1;1
Mg-Jequeri;57;54;48
Mg-Jequitai;33;25;28
Mg-Jequitiba;65;72;61
Mg-Jequitinhonha;318;287;254
Mg-Jesuania;0;0;0
Mg-Joaima;229;219;227
Mg-Joanesia;6;7;10
Mg-Joao Monlevade;16;14;8
Mg-Joao Pinheiro;527;567;494
Mg-Joaquim Felicio;31;36;32
Mg-Jordania;113;103;103
Mg-Jose Goncalves de Minas;0;0;0
Mg-Jose Raydan;0;1;2
Mg-Josenopolis;0;0;0
Mg-Nova Uniao;31;22;23
Mg-Juatuba;18;19;28
Mg-Juiz de Fora;224;260;192
Mg-Juramento;33;30;37
Mg-Juruaia;0;0;0
Mg-Juvenilia;6;5;4
Mg-Ladainha;15;16;23
Mg-Lagamar;73;64;56
Mg-Lagoa da Prata;169;167;158
Mg-Lagoa dos Patos;7;7;10
Mg-Lagoa Dourada;18;28;25
Mg-Lagoa Formosa;96;91;79
Mg-Lagoa Grande;111;112;108
Mg-Lagoa Santa;54;45;34
Mg-Lajinha;3;4;3
Mg-Lambari;10;10;8
Mg-Lamim;3;3;3
Mg-Laranjal;30;22;22
Mg-Lassance;41;48;42
Mg-Lavras;133;115;92
Mg-Leandro Ferreira;71;61;64
Mg-Leme do Prado;0;0;0
Mg-Leopoldina;607;116;98
Mg-Liberdade;3;9;3
Mg-Lima Duarte;395;381;388
Mg-Limeira do Oeste;105;94;76
Mg-Lontra;0;0;0
Mg-Luisburgo;0;0;0
Mg-Luislandia;0;0;0
Mg-Luminarias;44;44;38
Mg-Luz;445;375;363
Mg-Machacalis;40;40;42
Mg-Machado;25;24;27
Mg-Madre de Deus de Minas;17;16;9
Mg-Malacacheta;37;36;40
Mg-Mamonas;0;1;0
Mg-Manga;79;70;73
Mg-Manhuacu;10;15;6
Mg-Manhumirim;1;1;0
Mg-Mantena;66;66;75
Mg-Maravilhas;89;73;29
Mg-Mar de Espanha;30;33;29
Mg-Maria da Fe;7;7;6
Mg-Mariana;49;48;27
Mg-Marilac;33;42;35
Mg-Mario Campos;1;1;0
Mg-Maripa de Minas;43;35;36
Mg-Marlieria;24;26;23
Mg-Marmelopolis;12;9;9
Mg-Martinho Campos;135;120;79
Mg-Martins Soares;0;0;0
Mg-Mata Verde;2;4;1
Mg-Materlandia;6;2;3
Mg-Mateus Leme;69;43;50
Mg-Matias Barbosa;72;62;68
Mg-Matias Cardoso;102;162;138
Mg-Matipo;18;6;7
Mg-Mato Verde;0;0;1
Mg-Matozinhos;142;142;121
Mg-Matutina;23;19;20
Mg-Medeiros;62;55;72
Mg-Medina;29;24;24
Mg-Mendes Pimentel;23;19;21
Mg-Merces;33;26;23
Mg-Mesquita;9;10;6
Mg-Minas Novas;0;0;0
Mg-Minduri;0;0;0
Mg-Mirabela;12;8;16
Mg-Miradouro;24;10;11
Mg-Mirai;67;62;83
Mg-Miravania;1;0;0
Mg-Moeda;17;13;11
Mg-Moema;20;14;6
Mg-Monjolos;53;67;67
Mg-Monsenhor Paulo;8;23;17
Mg-Montalvania;19;22;19
Mg-Monte Alegre de Minas;248;172;143
Mg-Monte Azul;15;17;11
Mg-Monte Belo;11;5;3
Mg-Monte Carmelo;139;120;121
Mg-Monte Formoso;15;11;9
Mg-Monte Santo de Minas;30;23;14
Mg-Montes Claros;681;765;671
Mg-Monte Siao;20;14;18
Mg-Montezuma;13;2;1
Mg-Morada Nova de Minas;124;109;118
Mg-Morro da Garca;75;79;63
Mg-Morro do Pilar;13;6;5
Mg-Munhoz;1;2;0
Mg-Muriae;237;208;191
Mg-Mutum;114;16;25
Mg-Muzambinho;1;0;0
Mg-Nacip Raydan;8;10;7
Mg-Nanuque;491;456;417
Mg-Naque;12;13;11
Mg-Natalandia;63;60;68
Mg-Natercia;0;0;0
Mg-Nazareno;41;33;38
Mg-Nepomuceno;4;3;3
Mg-Ninheira;0;0;0
Mg-Nova Belem;0;0;0
Mg-Nova Era;32;37;54
Mg-Nova Lima;1;6;8
Mg-Nova Modica;78;63;27
Mg-Nova Ponte;11;23;23
Mg-Nova Porteirinha;4;5;2
Mg-Nova Resende;1;1;3
Mg-Nova Serrana;70;57;42
Mg-Novo Cruzeiro;10;7;6
Mg-Novo Oriente de Minas;22;21;19
Mg-Novorizonte;0;1;1
Mg-Olaria;23;22;19
Mg-Olhos-D Agua;7;22;10
Mg-Olimpio Noronha;8;6;6
Mg-Oliveira;60;65;61
Mg-Oliveira Fortes;16;13;18
Mg-Onca de Pitangui;52;54;37
Mg-Oratorios;19;18;4
Mg-Orizania;0;0;0
Mg-Ouro Branco;5;3;2
Mg-Ouro Fino;34;36;43
Mg-Ouro Preto;35;41;37
Mg-Ouro Verde de Minas;9;17;13
Mg-Padre Carvalho;0;0;0
Mg-Padre Paraiso;11;11;11
Mg-Paineiras;25;14;23
Mg-Pains;29;19;21
Mg-Pai Pedro;4;2;5
Mg-Paiva;12;14;14
Mg-Palma;17;17;13
Mg-Palmopolis;7;11;9
Mg-Papagaios;83;88;58
Mg-Paracatu;408;314;275
Mg-Para de Minas;384;396;354
Mg-Paraguacu;32;23;18
Mg-Paraisopolis;75;59;76
Mg-Paraopeba;134;106;56
Mg-Passabem;6;3;4
Mg-Passa Quatro;96;101;97
Mg-Passa Tempo;131;109;105
Mg-Passa-Vinte;23;25;27
Mg-Passos;562;831;561
Mg-Patis;11;2;2
Mg-Patos de Minas;664;585;564
Mg-Patrocinio;486;488;446
Mg-Patrocinio do Muriae;22;23;18
Mg-Paula Candido;31;18;19
Mg-Paulistas;1;3;3
Mg-Pavao;83;72;55
Mg-Pecanha;19;18;15
Mg-Pedra Azul;123;110;89
Mg-Pedra Bonita;0;0;0
Mg-Pedra do Anta;3;2;3
Mg-Pedra do Indaia;32;22;15
Mg-Pedra Dourada;7;5;2
Mg-Pedralva;1;1;1
Mg-Pedras de Maria da Cruz;143;145;147
Mg-Pedrinopolis;34;30;29
Mg-Pedro Leopoldo;109;94;100
Mg-Pedro Teixeira;9;6;7
Mg-Pequeri;67;25;13
Mg-Pequi;82;52;66
Mg-Perdigao;45;37;29
Mg-Perdizes;261;161;174
Mg-Perdoes;25;33;42
Mg-Periquito;12;6;7
Mg-Pescador;56;59;56
Mg-Piau;5;4;4
Mg-Piedade de Caratinga;0;0;0
Mg-Piedade de Ponte Nova;40;14;20
Mg-Piedade do Rio Grande;64;62;56
Mg-Piedade dos Gerais;5;7;6
Mg-Pimenta;3;3;2
Mg-Pingo-D Agua;1;10;15
Mg-Pintopolis;8;8;0
Mg-Piracema;115;101;95
Mg-Pirajuba;1;4;7
Mg-Piranga;21;13;9
Mg-Pirangucu;55;47;50
Mg-Piranguinho;29;26;25
Mg-Pirapetinga;69;52;57
Mg-Pirapora;71;71;93
Mg-Pirauba;69;74;65
Mg-Pitangui;189;181;178
Mg-Piumhi;41;30;29
Mg-Planura;1;26;23
Mg-Poco Fundo;30;24;24
Mg-Pocos de Caldas;27;19;23
Mg-Pocrane;21;14;12
Mg-Pompeu;67;72;73
Mg-Ponte Nova;272;253;257
Mg-Ponto Chique;11;14;11
Mg-Ponto dos Volantes;9;9;7
Mg-Porteirinha;62;57;62
Mg-Porto Firme;18;16;17
Mg-Pote;37;29;40
Mg-Pouso Alegre;73;62;57
Mg-Pouso Alto;27;30;29
Mg-Prados;23;16;12
Mg-Prata;615;224;194
Mg-Pratapolis;31;33;21
Mg-Pratinha;9;6;2
Mg-Presidente Bernardes;1;0;1
Mg-Presidente Juscelino;99;102;84
Mg-Presidente Kubitschek;4;3;7
Mg-Presidente Olegario;201;171;153
Mg-Alto Jequitiba;3;3;0
Mg-Prudente de Morais;11;8;18
Mg-Quartel Geral;25;32;27
Mg-Queluzito;34;35;34
Mg-Raposos;1;0;0
Mg-Raul Soares;28;29;24
Mg-Recreio;13;18;18
Mg-Reduto;0;1;4
Mg-Resende Costa;35;30;28
Mg-Resplendor;17;20;19
Mg-Ressaquinha;19;20;19
Mg-Riachinho;37;29;33
Mg-Riacho dos Machados;0;1;1
Mg-Ribeirao das Neves;17;11;26
Mg-Ribeirao Vermelho;1;11;7
Mg-Rio Acima;1;2;2
Mg-Rio Casca;281;349;252
Mg-Rio Doce;37;44;38
Mg-Rio do Prado;30;21;26
Mg-Rio Espera;1;0;1
Mg-Rio Manso;13;10;5
Mg-Rio Novo;46;45;34
Mg-Rio Paranaiba;36;27;31
Mg-Rio Pardo de Minas;3;3;6
Mg-Rio Piracicaba;65;68;42
Mg-Rio Pomba;137;131;132
Mg-Rio Preto;134;131;121
Mg-Rio Vermelho;3;3;2
Mg-Ritapolis;64;48;59
Mg-Rochedo de Minas;31;24;26
Mg-Rodeiro;5;8;5
Mg-Romaria;20;16;18
Mg-Rosario da Limeira;4;1;2
Mg-Rubelita;6;8;12
Mg-Rubim;119;111;108
Mg-Sabara;6;21;25
Mg-Sabinopolis;36;38;33
Mg-Sacramento;375;377;386
Mg-Salinas;68;53;47
Mg-Salto da Divisa;187;175;167
Mg-Santa Barbara;5;5;2
Mg-Santa Barbara do Leste;0;1;0
Mg-Santa Barbara do Monte Verde;41;43;40
Mg-Santa Barbara do Tugurio;0;0;3
Mg-Santa Cruz de Minas;0;0;0
Mg-Santa Cruz de Salinas;0;0;0
Mg-Santa Cruz do Escalvado;88;89;78
Mg-Santa Efigenia de Minas;1;0;0
Mg-Santa Fe de Minas;16;16;6
Mg-Santa Helena de Minas;1;3;3
Mg-Santa Juliana;87;63;89
Mg-Santa Luzia;42;37;19
Mg-Santa Margarida;1;1;0
Mg-Santa Maria de Itabira;141;101;139
Mg-Santa Maria do Salto;9;9;6
Mg-Santa Maria do Suacui;41;34;29
Mg-Santana da Vargem;1;3;0
Mg-Santana de Cataguases;4;6;5
Mg-Santana de Pirapama;19;9;8
Mg-Santana do Deserto;30;55;74
Mg-Santana do Garambeu;9;8;7
Mg-Santana do Jacare;17;11;6
Mg-Santana do Manhuacu;16;11;14
Mg-Santana do Paraiso;11;9;13
Mg-Santana do Riacho;13;11;12
Mg-Santana dos Montes;13;14;10
Mg-Santa Rita de Caldas;10;9;5
Mg-Santa Rita de Jacutinga;26;36;37
Mg-Santa Rita de Minas;2;0;0
Mg-Santa Rita de Ibitipoca;24;20;15
Mg-Santa Rita do Itueto;1;3;2
Mg-Santa Rita do Sapucai;14;4;4
Mg-Santa Rosa da Serra;9;9;5
Mg-Santa Vitoria;300;279;153
Mg-Santo Antonio do Amparo;82;91;29
Mg-Santo Antonio do Aventureiro;62;33;24
Mg-Santo Antonio do Grama;46;40;36
Mg-Santo Antonio do Itambe;0;1;0
Mg-Santo Antonio do Jacinto;14;10;11
Mg-Santo Antonio do Monte;145;142;131
Mg-Santo Antonio do Retiro;0;0;0
Mg-Santo Antonio do Rio Abaixo;3;2;2
Mg-Santo Hipolito;61;64;93
Mg-Santos Dumont;173;153;147
Mg-Sao Bento Abade;0;0;0
Mg-Sao Bras do Suacui;15;13;7
Mg-Sao Domingos das Dores;4;0;1
Mg-Sao Domingos do Prata;102;109;48
Mg-Sao Felix de Minas;3;2;1
Mg-Sao Francisco;114;63;43
Mg-Sao Francisco de Paula;5;1;2
Mg-Sao Francisco de Sales;157;157;170
Mg-Sao Francisco do Gloria;10;9;10
Mg-Sao Geraldo;67;56;45
Mg-Sao Geraldo da Piedade;3;2;1
Mg-Sao Geraldo do Baixio;20;11;1
Mg-Sao Goncalo do Abaete;75;52;49
Mg-Sao Goncalo do Para;32;47;27
Mg-Sao Goncalo do Rio Abaixo;70;79;68
Mg-Sao Goncalo do Sapucai;16;16;20
Mg-Sao Gotardo;108;99;105
Mg-Sao Joao Batista do Gloria;163;145;119
Mg-Sao Joao da Lagoa;8;9;5
Mg-Sao Joao da Mata;8;2;2
Mg-Sao Joao da Ponte;104;87;69
Mg-Sao Joao das Missoes;0;0;1
Mg-Sao Joao Del Rei;92;108;106
Mg-Sao Joao do Manhuacu;0;0;0
Mg-Sao Joao do Manteninha;12;7;9
Mg-Sao Joao do Oriente;9;10;15
Mg-Sao Joao do Pacui;0;0;0
Mg-Sao Joao do Paraiso;0;0;0
Mg-Sao Joao Evangelista;36;36;32
Mg-Sao Joao Nepomuceno;67;74;72
Mg-Sao Joaquim de Bicas;11;1;7
Mg-Sao Jose da Barra;52;44;26
Mg-Sao Jose da Lapa;4;2;5
Mg-Sao Jose da Safira;16;4;6
Mg-Sao Jose da Varginha;58;57;56
Mg-Sao Jose do Alegre;17;16;16
Mg-Sao Jose do Divino;6;10;10
Mg-Sao Jose do Goiabal;37;35;22
Mg-Sao Jose do Jacuri;15;20;9
Mg-Sao Jose do Mantimento;1;1;0
Mg-Sao Lourenco;25;18;15
Mg-Sao Miguel do Anta;0;0;0
Mg-Sao Pedro da Uniao;0;0;0
Mg-Sao Pedro dos Ferros;103;104;92
Mg-Sao Pedro do Suacui;11;7;5
Mg-Sao Romao;19;18;15
Mg-Sao Roque de Minas;12;8;3
Mg-Sao Sebastiao da Bela Vista;3;1;1
Mg-Sao Sebastiao da Vargem Alegre;1;0;0
Mg-Sao Sebastiao do Anta;1;0;0
Mg-Sao Sebastiao do Maranhao;3;1;0
Mg-Sao Sebastiao do Oeste;107;61;4
Mg-Sao Sebastiao do Paraiso;39;40;47
Mg-Sao Sebastiao do Rio Preto;5;5;2
Mg-Sao Sebastiao do Rio Verde;5;4;4
Mg-Sao Tiago;28;18;8
Mg-Sao Tomas de Aquino;11;12;13
Mg-Sao Thome das Letras;9;10;11
Mg-Sao Vicente de Minas;2;2;6
Mg-Sapucai-Mirim;12;6;2
Mg-Sardoa;1;1;1
Mg-Sarzedo;7;13;11
Mg-Setubinha;0;0;0
Mg-Sem-Peixe;5;6;5
Mg-Senador Amaral;1;0;0
Mg-Senador Cortes;13;14;12
Mg-Senador Firmino;43;49;46
Mg-Senador Jose Bento;0;0;0
Mg-Senador Modestino Goncalves;5;7;3
Mg-Senhora de Oliveira;0;0;0
Mg-Senhora do Porto;4;4;3
Mg-Senhora dos Remedios;1;0;0
Mg-Sericita;0;2;1
Mg-Seritinga;5;3;2
Mg-Serra Azul de Minas;1;1;4
Mg-Serra da Saudade;16;8;9
Mg-Serra dos Aimores;77;67;57
Mg-Serra do Salitre;81;68;85
Mg-Serrania;7;7;5
Mg-Serranopolis de Minas;10;11;14
Mg-Serranos;23;13;18
Mg-Serro;3;4;4
Mg-Sete Lagoas;203;163;158
Mg-Silveirania;21;20;17
Mg-Silvianopolis;89;91;67
Mg-Simao Pereira;49;55;64
Mg-Simonesia;2;1;4
Mg-Sobralia;21;16;23
Mg-Soledade de Minas;30;21;24
Mg-Tabuleiro;32;59;61
Mg-Taiobeiras;10;12;9
Mg-Taparuba;13;14;20
Mg-Tapira;46;54;43
Mg-Tapirai;22;33;34
Mg-Taquaracu de Minas;24;22;21
Mg-Tarumirim;83;56;74
Mg-Teixeiras;9;2;3
Mg-Teofilo Otoni;739;679;650
Mg-Timoteo;8;5;3
Mg-Tiradentes;13;14;18
Mg-Tiros;14;15;36
Mg-Tocantins;60;68;57
Mg-Tocos do Moji;0;0;0
Mg-Toledo;0;0;0
Mg-Tombos;56;29;75
Mg-Tres Coracoes;41;35;33
Mg-Tres Marias;37;34;27
Mg-Tres Pontas;25;21;17
Mg-Tumiritinga;18;30;25
Mg-Tupaciguara;276;253;253
Mg-Turmalina;0;0;0
Mg-Turvolandia;3;3;4
Mg-Uba;78;56;74
Mg-Ubai;24;17;9
Mg-Ubaporanga;11;9;3
Mg-Uberaba;1768;1451;1349
Mg-Uberlandia;899;922;803
Mg-Umburatiba;47;47;42
Mg-Unai;668;614;529
Mg-Uniao de Minas;121;116;103
Mg-Uruana de Minas;3;4;2
Mg-Urucania;28;25;20
Mg-Urucuia;9;12;5
Mg-Vargem Alegre;3;3;3
Mg-Vargem Bonita;14;14;13
Mg-Vargem Grande do Rio Pardo;0;0;0
Mg-Varginha;9;20;8
Mg-Varjao de Minas;36;29;33
Mg-Varzea da Palma;224;207;170
Mg-Varzelandia;9;13;13
Mg-Vazante;116;97;76
Mg-Verdelandia;69;58;46
Mg-Veredinha;0;0;0
Mg-Verissimo;91;110;109
Mg-Vermelho Novo;0;0;0
Mg-Vespasiano;11;13;15
Mg-Vicosa;18;13;12
Mg-Vieiras;9;9;11
Mg-Mathias Lobato;58;53;48
Mg-Virgem da Lapa;4;2;1
Mg-Virginia;6;5;7
Mg-Virginopolis;0;3;2
Mg-Virgolandia;5;4;7
Mg-Visconde do Rio Branco;57;61;64
Mg-Volta Grande;206;174;163
Mg-Wenceslau Braz;38;34;36
Mg-Ignorado;0;0;0
Es-Afonso Claudio;26;17;11
Es-Aguia Branca;20;17;17
Es-Agua Doce do Norte;6;5;7
Es-Alegre;134;135;104
Es-Alfredo Chaves;5;5;4
Es-Alto Rio Novo;4;3;2
Es-Anchieta;77;84;52
Es-Apiaca;65;79;88
Es-Aracruz;143;128;186
Es-Atilio Vivacqua;56;58;67
Es-Baixo Guandu;160;150;148
Es-Barra de Sao Francisco;49;45;45
Es-Boa Esperanca;28;23;43
Es-Bom Jesus do Norte;36;41;25
Es-Brejetuba;0;0;1
Es-Cachoeiro de Itapemirim;237;216;208
Es-Cariacica;42;24;24
Es-Castelo;49;38;27
Es-Colatina;212;192;151
Es-Conceicao da Barra;59;52;67
Es-Conceicao do Castelo;3;2;3
Es-Divino de Sao Lourenco;8;7;8
Es-Domingos Martins;25;24;15
Es-Dores do Rio Preto;11;11;10
Es-Ecoporanga;506;485;411
Es-Fundao;58;58;55
Es-Governador Lindenberg;0;0;0
Es-Guacui;90;94;87
Es-Guarapari;93;90;65
Es-Ibatiba;2;1;1
