Município;2021;2020;2019;2018;2017
Mg-Grupiara;14;14;17;14;17
Mg-Guanhaes;142;137;154;155;158
Mg-Guape;38;34;32;40;39
Mg-Guaraciaba;10;10;10;13;14
Mg-Guaraciama;5;3;2;2;3
Mg-Guaranesia;33;29;27;25;28
Mg-Guarani;72;68;73;86;88
Mg-Guarara;19;23;22;22;24
Mg-Guarda-Mor;63;59;61;62;68
Mg-Guaxupe;12;10;12;10;12
Mg-Guidoval;5;5;3;4;7
Mg-Guimarania;40;41;41;41;37
Mg-Guiricema;7;10;12;12;11
Mg-Gurinhata;177;179;183;191;183
Mg-Heliodora;9;9;8;5;4
Mg-Iapu;25;29;31;29;28
Mg-Ibertioga;38;12;12;14;15
Mg-Ibia;138;147;166;168;152
Mg-Ibiai;19;17;17;17;17
Mg-Ibiracatu;1;2;2;3;3
Mg-Ibiraci;5;6;5;6;8
Mg-Ibirite;4;4;4;2;3
Mg-Ibitiura de Minas;5;3;2;2;2
Mg-Ibituruna;19;20;21;19;20
Mg-Icarai de Minas;3;4;3;4;4
Mg-Igarape;12;11;13;13;12
Mg-Igaratinga;44;43;45;42;40
Mg-Iguatama;42;41;45;50;54
Mg-Ijaci;19;19;18;17;17
Mg-Ilicinea;4;5;8;9;8
Mg-Imbe de Minas;4;4;4;6;6
Mg-Inconfidentes;14;16;14;18;17
Mg-Indaiabira;3;3;3;2;2
Mg-Indianopolis;26;31;38;38;35
Mg-Ingai;43;44;46;50;54
Mg-Inhapim;23;30;38;42;38
Mg-Inhauma;47;49;54;58;56
Mg-Inimutaba;51;54;61;60;60
Mg-Ipaba;3;4;5;7;6
Mg-Ipanema;34;42;40;46;49
Mg-Ipatinga;16;21;19;27;30
Mg-Ipiacu;41;48;48;47;48
Mg-Ipuiuna;3;3;3;4;2
Mg-Irai de Minas;27;26;24;24;28
Mg-Itabira;65;67;73;71;81
Mg-Itabirinha;4;4;7;12;12
Mg-Itabirito;18;22;22;18;17
Mg-Itacambira;3;1;0;2;2
Mg-Itacarambi;21;15;17;21;20
Mg-Itaguara;63;59;56;64;67
Mg-Itaipe;6;5;5;8;12
Mg-Itajuba;63;67;69;68;72
Mg-Itamarandiba;27;26;34;35;33
Mg-Itamarati de Minas;9;7;8;7;4
Mg-Itambacuri;146;152;168;173;189
Mg-Itambe do Mato Dentro;5;6;6;7;7
Mg-Itamogi;6;6;5;3;4
Mg-Itamonte;25;21;21;21;25
Mg-Itanhandu;35;34;39;40;40
Mg-Itanhomi;30;28;32;35;28
Mg-Itaobim;24;19;22;18;21
Mg-Itapagipe;149;172;181;177;184
Mg-Itapecerica;68;49;71;65;71
Mg-Itapeva;18;18;20;17;22
Mg-Itatiaiucu;24;24;26;29;37
Mg-Itau de Minas;7;6;8;12;15
Mg-Itauna;111;117;138;144;151
Mg-Itaverava;9;8;9;11;12
Mg-Itinga;13;18;18;18;15
Mg-Itueta;12;13;13;14;18
Mg-Ituiutaba;345;341;369;386;419
Mg-Itumirim;25;23;27;35;36
Mg-Iturama;164;164;165;166;168
Mg-Itutinga;31;29;32;34;34
Mg-Jaboticatubas;29;30;28;29;28
Mg-Jacinto;76;73;84;81;79
Mg-Jacui;9;13;10;10;10
Mg-Jacutinga;22;17;18;21;22
Mg-Jaguaracu;18;17;21;25;25
Mg-Jaiba;46;47;44;42;45
Mg-Jampruca;38;38;43;44;41
Mg-Janauba;92;85;89;104;93
Mg-Januaria;57;55;62;66;67
Mg-Japaraiba;18;17;15;12;11
Mg-Japonvar;4;5;5;5;6
Mg-Jeceaba;11;12;11;10;7
Mg-Jenipapo de Minas;1;0;0;1;1
Mg-Jequeri;33;35;31;32;30
Mg-Jequitai;30;27;27;29;34
Mg-Jequitiba;67;61;68;65;67
Mg-Jequitinhonha;100;96;105;106;127
Mg-Jesuania;22;22;19;20;20
Mg-Joaima;102;103;106;104;117
Mg-Joanesia;4;3;7;3;2
Mg-Joao Monlevade;6;7;8;9;6
Mg-Joao Pinheiro;374;376;406;411;420
Mg-Joaquim Felicio;16;10;7;8;9
Mg-Jordania;71;75;74;76;80
Mg-Jose Goncalves de Minas;0;0;0;0;0
Mg-Jose Raydan;3;2;6;4;4
Mg-Josenopolis;0;0;0;0;0
Mg-Nova Uniao;14;12;13;21;20
Mg-Juatuba;10;16;15;15;11
Mg-Juiz de Fora;258;269;283;347;417
Mg-Juramento;37;33;39;39;37
Mg-Juruaia;4;4;5;3;2
Mg-Juvenilia;14;13;10;16;19
Mg-Ladainha;18;21;21;21;25
Mg-Lagamar;65;69;62;57;51
Mg-Lagoa da Prata;103;103;109;114;120
Mg-Lagoa dos Patos;11;13;13;12;12
Mg-Lagoa Dourada;22;29;26;31;40
Mg-Lagoa Formosa;128;137;140;148;145
Mg-Lagoa Grande;69;74;69;65;66
Mg-Lagoa Santa;17;18;17;17;19
Mg-Lajinha;7;5;5;5;6
Mg-Lambari;5;6;5;6;5
Mg-Lamim;2;4;4;3;4
Mg-Laranjal;25;27;27;19;24
Mg-Lassance;43;40;41;44;45
Mg-Lavras;81;87;93;94;98
Mg-Leandro Ferreira;52;48;53;50;50
Mg-Leme do Prado;1;1;1;0;0
Mg-Leopoldina;285;276;297;333;344
Mg-Liberdade;45;42;42;48;43
Mg-Lima Duarte;176;176;192;202;198
Mg-Limeira do Oeste;72;72;83;83;88
Mg-Lontra;3;2;3;5;5
Mg-Luisburgo;2;1;2;2;1
Mg-Luislandia;2;2;3;2;1
Mg-Luminarias;16;15;21;20;25
Mg-Luz;195;195;209;199;199
Mg-Machacalis;35;39;40;42;44
Mg-Machado;12;12;8;9;13
Mg-Madre de Deus de Minas;50;47;49;51;50
Mg-Malacacheta;22;23;23;28;30
Mg-Mamonas;0;0;0;0;0
Mg-Manga;17;17;8;17;21
Mg-Manhuacu;6;5;6;6;8
Mg-Manhumirim;0;1;1;1;0
Mg-Mantena;49;47;51;51;59
Mg-Maravilhas;27;21;24;24;24
Mg-Mar de Espanha;83;81;83;96;82
Mg-Maria da Fe;15;15;13;15;16
Mg-Mariana;27;25;31;32;36
Mg-Marilac;35;33;29;30;21
Mg-Mario Campos;1;0;0;0;0
Mg-Maripa de Minas;21;20;21;25;22
Mg-Marlieria;24;22;30;33;32
Mg-Marmelopolis;4;6;4;5;9
Mg-Martinho Campos;74;78;80;53;61
Mg-Martins Soares;1;2;2;2;2
Mg-Mata Verde;8;9;9;8;7
Mg-Materlandia;24;26;31;29;28
Mg-Mateus Leme;42;44;47;44;41
Mg-Matias Barbosa;34;38;38;35;28
Mg-Matias Cardoso;17;18;18;19;19
Mg-Matipo;9;11;12;15;15
Mg-Mato Verde;4;5;6;6;5
Mg-Matozinhos;29;30;32;33;31
Mg-Matutina;37;44;48;43;41
Mg-Medeiros;32;28;33;31;33
Mg-Medina;20;20;22;22;27
Mg-Mendes Pimentel;22;17;17;17;19
Mg-Merces;41;41;45;47;54
Mg-Mesquita;12;10;13;11;12
Mg-Minas Novas;0;0;0;0;1
Mg-Minduri;19;19;29;26;31
Mg-Mirabela;26;21;17;28;24
Mg-Miradouro;33;37;41;40;46
Mg-Mirai;44;46;55;61;60
Mg-Miravania;0;0;1;2;2
Mg-Moeda;10;7;9;8;5
Mg-Moema;57;56;55;55;53
Mg-Monjolos;24;27;32;34;38
Mg-Monsenhor Paulo;13;13;13;16;20
Mg-Montalvania;21;24;24;24;24
Mg-Monte Alegre de Minas;204;206;222;226;227
Mg-Monte Azul;14;13;16;11;13
Mg-Monte Belo;5;5;5;4;7
Mg-Monte Carmelo;128;117;122;121;129
Mg-Monte Formoso;10;9;7;5;7
Mg-Monte Santo de Minas;36;36;41;35;34
Mg-Montes Claros;326;343;393;409;416
Mg-Monte Siao;22;19;19;22;21
Mg-Montezuma;2;1;1;2;2
Mg-Morada Nova de Minas;48;50;46;49;57
Mg-Morro da Garca;45;49;49;53;57
Mg-Morro do Pilar;13;8;13;16;13
Mg-Munhoz;1;1;1;1;2
Mg-Muriae;224;242;256;252;274
Mg-Mutum;65;67;76;72;70
Mg-Muzambinho;12;9;8;9;10
Mg-Nacip Raydan;8;9;7;7;9
Mg-Nanuque;165;155;158;177;191
Mg-Naque;16;17;19;19;15
Mg-Natalandia;16;15;15;13;13
Mg-Natercia;4;5;7;6;4
Mg-Nazareno;50;51;48;65;63
Mg-Nepomuceno;7;8;7;5;7
Mg-Ninheira;1;1;1;2;2
Mg-Nova Belem;1;1;2;4;4
Mg-Nova Era;30;32;30;27;26
Mg-Nova Lima;5;3;3;3;3
Mg-Nova Modica;39;54;54;48;52
Mg-Nova Ponte;22;27;28;33;32
Mg-Nova Porteirinha;13;12;10;10;10
Mg-Nova Resende;0;2;2;2;1
Mg-Nova Serrana;50;55;52;49;51
Mg-Novo Cruzeiro;14;13;17;17;15
Mg-Novo Oriente de Minas;23;28;28;27;20
Mg-Novorizonte;0;0;0;1;1
Mg-Olaria;24;23;23;23;25
Mg-Olhos-D Agua;3;2;3;3;6
Mg-Olimpio Noronha;3;3;3;3;4
Mg-Oliveira;93;93;94;92;94
Mg-Oliveira Fortes;9;5;9;7;5
Mg-Onca de Pitangui;37;38;36;34;37
Mg-Oratorios;14;13;11;16;20
Mg-Orizania;0;0;0;0;0
Mg-Ouro Branco;7;6;9;11;5
Mg-Ouro Fino;33;33;32;26;32
Mg-Ouro Preto;29;27;25;25;22
Mg-Ouro Verde de Minas;19;18;18;15;16
Mg-Padre Carvalho;1;1;1;1;0
Mg-Padre Paraiso;15;14;14;17;17
Mg-Paineiras;37;32;32;36;36
Mg-Pains;66;65;65;70;76
Mg-Pai Pedro;11;7;7;7;7
Mg-Paiva;4;4;4;3;3
Mg-Palma;53;51;50;45;31
Mg-Palmopolis;18;16;15;18;16
Mg-Papagaios;32;33;34;42;47
Mg-Paracatu;348;356;371;381;386
Mg-Para de Minas;186;178;182;190;193
Mg-Paraguacu;14;12;11;12;10
Mg-Paraisopolis;48;70;71;64;66
Mg-Paraopeba;106;107;122;132;132
Mg-Passabem;5;8;8;11;11
Mg-Passa Quatro;36;40;43;46;49
Mg-Passa Tempo;80;82;81;79;68
Mg-Passa-Vinte;14;13;17;18;20
Mg-Passos;313;316;332;347;364
Mg-Patis;8;7;7;7;7
Mg-Patos de Minas;413;406;431;417;424
Mg-Patrocinio;255;263;281;284;290
Mg-Patrocinio do Muriae;22;24;27;24;24
Mg-Paula Candido;9;11;13;10;11
Mg-Paulistas;19;15;18;20;14
Mg-Pavao;83;82;86;84;89
Mg-Pecanha;49;50;55;58;64
Mg-Pedra Azul;65;80;84;93;93
Mg-Pedra Bonita;0;0;0;0;0
Mg-Pedra do Anta;13;9;8;10;10
Mg-Pedra do Indaia;25;28;26;26;30
Mg-Pedra Dourada;4;6;6;6;4
Mg-Pedralva;19;22;22;23;19
Mg-Pedras de Maria da Cruz;21;19;22;23;27
Mg-Pedrinopolis;27;24;24;25;26
Mg-Pedro Leopoldo;51;58;61;66;63
Mg-Pedro Teixeira;16;15;15;18;15
Mg-Pequeri;18;19;18;22;18
Mg-Pequi;38;41;39;43;43
Mg-Perdigao;38;45;50;49;49
Mg-Perdizes;142;181;185;198;225
Mg-Perdoes;33;25;24;20;22
Mg-Periquito;24;25;21;23;19
Mg-Pescador;25;25;26;25;25
Mg-Piau;46;48;45;41;28
Mg-Piedade de Caratinga;2;2;2;4;3
Mg-Piedade de Ponte Nova;14;13;14;16;17
Mg-Piedade do Rio Grande;43;39;41;44;43
Mg-Piedade dos Gerais;10;9;11;9;10
Mg-Pimenta;30;27;24;23;33
Mg-Pingo-D Agua;5;3;5;5;3
Mg-Pintopolis;13;11;9;13;12
Mg-Piracema;50;56;55;58;59
Mg-Pirajuba;6;5;5;4;7
Mg-Piranga;17;21;20;20;20
Mg-Pirangucu;25;29;26;31;32
Mg-Piranguinho;27;29;28;23;24
Mg-Pirapetinga;29;29;19;32;28
Mg-Pirapora;17;18;18;22;20
Mg-Pirauba;34;34;38;34;34
Mg-Pitangui;72;57;81;65;94
Mg-Piumhi;75;61;91;98;106
Mg-Planura;2;3;3;4;3
Mg-Poco Fundo;18;19;17;18;18
Mg-Pocos de Caldas;16;16;20;16;16
Mg-Pocrane;19;23;20;23;21
Mg-Pompeu;60;54;56;58;65
Mg-Ponte Nova;77;81;75;102;102
Mg-Ponto Chique;9;7;6;5;6
Mg-Ponto dos Volantes;15;14;12;12;13
Mg-Porteirinha;35;35;35;33;33
Mg-Porto Firme;13;8;8;9;12
Mg-Pote;51;42;45;45;39
Mg-Pouso Alegre;46;42;47;36;36
Mg-Pouso Alto;58;60;61;55;58
Mg-Prados;14;13;13;13;13
Mg-Prata;524;508;567;557;549
Mg-Pratapolis;39;41;43;44;41
Mg-Pratinha;19;18;18;17;20
Mg-Presidente Bernardes;4;4;5;3;3
Mg-Presidente Juscelino;46;47;46;47;50
Mg-Presidente Kubitschek;3;4;6;6;5
Mg-Presidente Olegario;157;183;172;190;197
Mg-Alto Jequitiba;2;2;1;2;0
Mg-Prudente de Morais;18;18;20;17;16
Mg-Quartel Geral;29;30;25;35;28
Mg-Queluzito;30;30;31;22;23
Mg-Raposos;0;0;0;0;0
Mg-Raul Soares;94;99;100;107;112
Mg-Recreio;32;31;31;30;23
Mg-Reduto;1;1;2;2;2
Mg-Resende Costa;34;37;35;42;47
Mg-Resplendor;52;60;85;107;90
Mg-Ressaquinha;11;12;12;11;11
Mg-Riachinho;28;31;33;26;26
Mg-Riacho dos Machados;4;3;4;4;3
Mg-Ribeirao das Neves;8;9;9;10;12
Mg-Ribeirao Vermelho;6;5;7;8;7
Mg-Rio Acima;6;6;5;3;4
Mg-Rio Casca;92;98;100;117;112
Mg-Rio Doce;12;14;13;14;15
Mg-Rio do Prado;31;29;31;29;32
Mg-Rio Espera;4;5;4;4;4
Mg-Rio Manso;9;10;12;14;15
Mg-Rio Novo;42;41;39;45;44
Mg-Rio Paranaiba;69;72;70;72;68
Mg-Rio Pardo de Minas;4;3;3;5;4
Mg-Rio Piracicaba;42;43;42;46;46
Mg-Rio Pomba;63;63;70;67;75
Mg-Rio Preto;55;57;60;69;69
Mg-Rio Vermelho;29;23;25;34;31
Mg-Ritapolis;45;41;41;41;40
Mg-Rochedo de Minas;12;13;12;15;15
Mg-Rodeiro;7;5;5;2;3
Mg-Romaria;9;12;12;13;12
Mg-Rosario da Limeira;5;5;4;6;4
Mg-Rubelita;14;13;16;14;11
Mg-Rubim;75;83;83;86;85
Mg-Sabara;4;5;5;6;8
Mg-Sabinopolis;98;81;107;108;105
Mg-Sacramento;236;223;234;251;273
Mg-Salinas;50;58;61;61;51
Mg-Salto da Divisa;58;66;63;82;71
Mg-Santa Barbara;5;8;7;13;13
Mg-Santa Barbara do Leste;0;0;1;0;0
Mg-Santa Barbara do Monte Verde;59;50;49;53;41
Mg-Santa Barbara do Tugurio;12;12;13;13;12
Mg-Santa Cruz de Minas;0;0;0;0;0
Mg-Santa Cruz de Salinas;0;0;0;0;0
Mg-Santa Cruz do Escalvado;24;31;30;34;31
Mg-Santa Efigenia de Minas;3;3;3;3;3
Mg-Santa Fe de Minas;29;29;31;28;29
Mg-Santa Helena de Minas;4;3;5;6;7
Mg-Santa Juliana;44;42;47;47;40
Mg-Santa Luzia;23;21;21;21;26
Mg-Santa Margarida;0;0;1;1;1
Mg-Santa Maria de Itabira;58;58;60;60;48
Mg-Santa Maria do Salto;11;11;11;13;11
Mg-Santa Maria do Suacui;37;36;34;34;37
Mg-Santana da Vargem;2;3;3;3;4
Mg-Santana de Cataguases;16;17;18;11;12
Mg-Santana de Pirapama;34;34;41;43;40
Mg-Santana do Deserto;23;26;26;34;32
Mg-Santana do Garambeu;20;15;14;14;17
Mg-Santana do Jacare;8;3;3;8;9
Mg-Santana do Manhuacu;4;3;2;2;5
Mg-Santana do Paraiso;15;16;18;22;18
Mg-Santana do Riacho;7;7;7;9;11
Mg-Santana dos Montes;16;17;16;17;17
Mg-Santa Rita de Caldas;25;27;23;30;33
Mg-Santa Rita de Jacutinga;40;44;45;46;48
Mg-Santa Rita de Minas;7;7;4;4;6
Mg-Santa Rita de Ibitipoca;30;32;33;29;29
Mg-Santa Rita do Itueto;8;9;13;8;9
Mg-Santa Rita do Sapucai;42;36;38;37;36
Mg-Santa Rosa da Serra;6;7;8;9;11
Mg-Santa Vitoria;257;262;282;277;275
Mg-Santo Antonio do Amparo;15;15;14;16;16
Mg-Santo Antonio do Aventureiro;24;25;27;28;29
Mg-Santo Antonio do Grama;27;20;25;27;27
Mg-Santo Antonio do Itambe;21;12;14;12;16
Mg-Santo Antonio do Jacinto;19;18;18;21;19
Mg-Santo Antonio do Monte;151;138;139;139;141
Mg-Santo Antonio do Retiro;0;0;0;0;0
Mg-Santo Antonio do Rio Abaixo;4;2;6;4;5
Mg-Santo Hipolito;38;34;34;36;34
Mg-Santos Dumont;78;49;84;79;78
Mg-Sao Bento Abade;4;3;6;5;6
Mg-Sao Bras do Suacui;8;10;9;8;10
Mg-Sao Domingos das Dores;1;1;1;1;1
Mg-Sao Domingos do Prata;80;90;72;94;94
Mg-Sao Felix de Minas;7;9;11;10;10
Mg-Sao Francisco;52;54;50;54;61
Mg-Sao Francisco de Paula;10;11;11;14;13
Mg-Sao Francisco de Sales;74;79;82;77;81
Mg-Sao Francisco do Gloria;6;7;8;8;13
Mg-Sao Geraldo;16;18;19;19;17
Mg-Sao Geraldo da Piedade;12;14;10;11;14
Mg-Sao Geraldo do Baixio;13;17;21;23;25
Mg-Sao Goncalo do Abaete;53;45;57;55;49
Mg-Sao Goncalo do Para;25;21;24;53;28
Mg-Sao Goncalo do Rio Abaixo;41;44;41;37;40
Mg-Sao Goncalo do Sapucai;54;53;55;56;49
Mg-Sao Gotardo;95;93;104;112;99
Mg-Sao Joao Batista do Gloria;76;93;96;105;112
Mg-Sao Joao da Lagoa;23;24;26;28;27
Mg-Sao Joao da Mata;4;5;4;4;3
Mg-Sao Joao da Ponte;47;53;47;45;48
Mg-Sao Joao das Missoes;3;0;2;2;0
Mg-Sao Joao Del Rei;66;70;67;68;69
Mg-Sao Joao do Manhuacu;0;0;0;0;0
Mg-Sao Joao do Manteninha;15;15;19;17;12
Mg-Sao Joao do Oriente;11;11;16;17;21
Mg-Sao Joao do Pacui;5;6;5;6;4
Mg-Sao Joao do Paraiso;3;3;4;1;3
Mg-Sao Joao Evangelista;31;34;35;35;31
Mg-Sao Joao Nepomuceno;72;78;84;93;93
Mg-Sao Joaquim de Bicas;5;6;4;5;7
Mg-Sao Jose da Barra;19;23;21;23;21
Mg-Sao Jose da Lapa;4;6;6;6;6
Mg-Sao Jose da Safira;12;14;8;10;13
Mg-Sao Jose da Varginha;39;44;47;47;42
Mg-Sao Jose do Alegre;8;8;7;9;11
Mg-Sao Jose do Divino;17;17;20;20;18
Mg-Sao Jose do Goiabal;19;19;18;19;20
Mg-Sao Jose do Jacuri;8;5;5;8;6
Mg-Sao Jose do Mantimento;0;0;0;0;0
Mg-Sao Lourenco;9;11;12;9;9
Mg-Sao Miguel do Anta;5;3;3;1;1
Mg-Sao Pedro da Uniao;9;9;7;6;5
Mg-Sao Pedro dos Ferros;64;64;67;71;72
Mg-Sao Pedro do Suacui;15;18;16;14;15
Mg-Sao Romao;32;31;27;29;29
Mg-Sao Roque de Minas;48;44;44;49;47
Mg-Sao Sebastiao da Bela Vista;23;21;18;17;19
Mg-Sao Sebastiao da Vargem Alegre;2;3;3;2;2
Mg-Sao Sebastiao do Anta;1;1;1;1;2
Mg-Sao Sebastiao do Maranhao;4;3;2;3;4
Mg-Sao Sebastiao do Oeste;59;63;61;65;54
Mg-Sao Sebastiao do Paraiso;63;64;77;54;55
Mg-Sao Sebastiao do Rio Preto;6;6;9;10;8
Mg-Sao Sebastiao do Rio Verde;8;9;9;10;13
Mg-Sao Tiago;75;77;98;94;98
Mg-Sao Tomas de Aquino;11;12;13;10;13
Mg-Sao Thome das Letras;11;11;10;7;10
Mg-Sao Vicente de Minas;78;78;80;85;86
Mg-Sapucai-Mirim;11;16;16;15;15
Mg-Sardoa;6;6;8;7;5
Mg-Sarzedo;4;5;4;4;3
Mg-Setubinha;3;3;3;2;2
Mg-Sem-Peixe;3;4;6;7;4
Mg-Senador Amaral;0;0;0;1;0
Mg-Senador Cortes;35;34;32;32;25
Mg-Senador Firmino;3;1;5;8;8
Mg-Senador Jose Bento;2;1;2;0;0
Mg-Senador Modestino Goncalves;11;10;10;9;9
Mg-Senhora de Oliveira;9;12;11;12;11
Mg-Senhora do Porto;39;31;37;32;38
Mg-Senhora dos Remedios;3;4;4;5;3
Mg-Sericita;0;0;1;1;2
Mg-Seritinga;5;5;6;6;7
Mg-Serra Azul de Minas;10;7;9;9;8
Mg-Serra da Saudade;25;23;27;25;20
Mg-Serra dos Aimores;39;36;37;36;41
Mg-Serra do Salitre;94;98;103;98;95
Mg-Serrania;9;12;11;11;11
Mg-Serranopolis de Minas;5;4;3;5;5
Mg-Serranos;29;32;32;28;33
Mg-Serro;123;82;94;94;87
Mg-Sete Lagoas;97;90;97;104;108
Mg-Silveirania;25;22;24;24;23
Mg-Silvianopolis;16;19;11;9;12
Mg-Simao Pereira;31;31;31;30;28
Mg-Simonesia;2;2;2;1;1
Mg-Sobralia;26;21;23;26;24
Mg-Soledade de Minas;29;31;35;33;40
Mg-Tabuleiro;35;38;38;38;37
Mg-Taiobeiras;15;12;11;10;9
Mg-Taparuba;16;16;13;15;16
Mg-Tapira;46;48;47;41;43
Mg-Tapirai;16;16;17;17;16
Mg-Taquaracu de Minas;16;17;16;21;18
Mg-Tarumirim;57;62;69;67;78
Mg-Teixeiras;8;9;8;8;9
Mg-Teofilo Otoni;417;344;348;368;388
Mg-Timoteo;4;4;6;8;6
Mg-Tiradentes;5;5;5;8;6
Mg-Tiros;87;93;98;98;93
Mg-Tocantins;25;26;29;30;27
Mg-Tocos do Moji;2;2;2;2;2
Mg-Toledo;0;0;0;0;0
Mg-Tombos;56;55;54;59;59
Mg-Tres Coracoes;80;73;85;81;85
Mg-Tres Marias;32;33;37;34;39
Mg-Tres Pontas;7;5;4;7;3
Mg-Tumiritinga;34;43;38;38;39
Mg-Tupaciguara;159;156;152;146;152
Mg-Turmalina;3;2;3;3;1
Mg-Turvolandia;15;15;15;17;12
Mg-Uba;45;39;44;38;41
Mg-Ubai;11;7;7;6;9
Mg-Ubaporanga;9;11;12;14;16
Mg-Uberaba;528;561;626;673;713
Mg-Uberlandia;491;508;499;517;546
Mg-Umburatiba;31;28;33;41;39
Mg-Unai;524;496;511;550;566
Mg-Uniao de Minas;91;90;108;97;97
Mg-Uruana de Minas;12;14;18;17;18
Mg-Urucania;17;19;17;17;16
Mg-Urucuia;17;17;18;17;17
Mg-Vargem Alegre;13;11;13;13;12
Mg-Vargem Bonita;9;11;14;19;20
Mg-Vargem Grande do Rio Pardo;1;0;0;1;1
Mg-Varginha;17;15;13;9;7
Mg-Varjao de Minas;37;38;37;41;37
Mg-Varzea da Palma;77;75;78;82;89
Mg-Varzelandia;5;5;5;7;6
Mg-Vazante;130;113;134;136;140
Mg-Verdelandia;19;21;13;14;13
Mg-Veredinha;0;0;0;0;0
Mg-Verissimo;82;67;76;76;82
Mg-Vermelho Novo;0;1;1;1;1
Mg-Vespasiano;7;7;5;6;4
Mg-Vicosa;12;12;13;9;7
Mg-Vieiras;17;19;25;23;22
Mg-Mathias Lobato;29;29;30;28;28
Mg-Virgem da Lapa;6;7;5;5;6
Mg-Virginia;11;6;7;13;12
Mg-Virginopolis;39;38;46;46;42
Mg-Virgolandia;4;6;5;7;4
Mg-Visconde do Rio Branco;16;20;20;21;18
Mg-Volta Grande;55;54;51;65;66
Mg-Wenceslau Braz;18;17;15;18;18
Mg-Ignorado;0;0;0;0;0
Es-Afonso Claudio;8;9;8;10;14
Es-Aguia Branca;12;13;13;13;13
Es-Agua Doce do Norte;18;17;17;18;17
Es-Alegre;73;79;83;89;94
Es-Alfredo Chaves;2;2;3;5;5
Es-Alto Rio Novo;4;6;5;3;4
Es-Anchieta;20;18;17;19;21
Es-Apiaca;42;40;43;50;48
Es-Aracruz;79;85;92;90;94
Es-Atilio Vivacqua;25;20;25;23;20
Es-Baixo Guandu;52;53;56;61;63
Es-Barra de Sao Francisco;52;47;53;58;56
Es-Boa Esperanca;18;17;18;15;22
Es-Bom Jesus do Norte;21;18;25;22;22
Es-Brejetuba;0;0;0;0;2
Es-Cachoeiro de Itapemirim;130;130;145;129;141
Es-Cariacica;13;15;14;16;17
Es-Castelo;31;31;30;28;31
Es-Colatina;79;73;77;91;97
Es-Conceicao da Barra;8;10;11;13;15
Es-Conceicao do Castelo;4;3;5;5;7
Es-Divino de Sao Lourenco;9;9;9;7;6
Es-Domingos Martins;5;7;9;6;10
Es-Dores do Rio Preto;10;9;10;5;6
Es-Ecoporanga;247;236;248;243;232
Es-Fundao;27;29;30;28;29
Es-Governador Lindenberg;2;3;3;3;3
Es-Guacui;36;44;38;34;33
Es-Guarapari;36;38;40;41;41
Es-Ibatiba;1;1;0;2;2
Es-Ibiracu;3;5;4;4;5
Es-Ibitirama;6;5;5;4;3
Es-Iconha;3;4;3;6;4
Es-Irupi;1;1;1;1;0
Es-Itaguacu;3;3;3;2;2
Es-Itapemirim;57;56;61;55;51
Es-Itarana;0;0;1;1;0
Es-Iuna;3;3;1;1;2
Es-Jaguare;7;8;7;8;8
Es-Jeronimo Monteiro;15;16;16;17;15
Es-Joao Neiva;15;13;14;22;22
Es-Laranja da Terra;3;3;1;1;1
Es-Linhares;165;180;182;191;199
Es-Mantenopolis;6;7;4;2;5
Es-Marataizes;4;6;6;6;6
Es-Marechal Floriano;1;2;2;3;6
Es-Marilandia;2;1;1;1;2
Es-Mimoso do Sul;91;94;101;76;89
Es-Montanha;106;105;102;115;121
Es-Mucurici;93;101;98;106;107
Es-Muniz Freire;20;16;18;18;16
Es-Muqui;26;25;26;22;23
Es-Nova Venecia;58;61;63;68;63
Es-Pancas;20;16;16;16;17
Es-Pedro Canario;36;32;37;40;39
Es-Pinheiros;54;50;55;49;50
Es-Piuma;5;4;5;3;4
Es-Ponto Belo;39;39;39;37;39
Es-Presidente Kennedy;68;69;80;79;79
Es-Rio Bananal;1;1;2;3;5
Es-Rio Novo do Sul;12;12;11;10;10
Es-Santa Leopoldina;30;30;27;29;30
Es-Santa Maria de Jetiba;3;3;4;4;4
Es-Santa Teresa;2;3;3;3;6
Es-Sao Domingos do Norte;6;3;3;1;2
Es-Sao Gabriel da Palha;3;4;4;5;3
Es-Sao Jose do Calcado;29;50;79;45;36
Es-Sao Mateus;82;86;85;77;76
Es-Sao Roque do Canaa;7;5;4;4;5
Es-Serra;50;51;55;53;52
Es-Sooretama;13;15;15;13;13
Es-Vargem Alta;9;7;8;10;13
Es-Venda Nova do Imigrante;5;6;8;11;9
Es-Viana;25;23;24;25;24
Es-Vila Pavao;12;11;9;10;11
Es-Vila Valerio;3;3;3;3;4
Es-Vila Velha;19;21;22;19;23
Es-Vitoria;13;11;11;11;12
Es-Ignorado;0;0;0;0;0
Rj-Angra dos Reis;7;4;8;8;7
Rj-Aperibe;3;5;6;7;7
Rj-Araruama;54;57;58;59;63
Rj-Areal;16;17;16;15;18
Rj-Armacao dos Buzios;2;1;1;2;3
Rj-Arraial do Cabo;0;0;0;0;0
Rj-Barra do Pirai;78;71;79;84;79
Rj-Barra Mansa;73;39;71;73;75
Rj-Belford Roxo;2;1;1;1;0
Rj-Bom Jardim;24;28;28;34;36
Rj-Bom Jesus do Itabapoana;124;120;131;136;136
Rj-Cabo Frio;13;14;15;17;14
Rj-Cachoeiras de Macacu;108;113;113;122;119
Rj-Cambuci;51;53;56;60;65
Rj-Carapebus;8;10;10;10;11
Rj-Comendador Levy Gasparian;12;12;13;13;14
