Nível;Cód.;Município;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
MU;4321352;Tavares (RS);-;-;-;-;-;-;-;-;-;-;90;307;693;105;386;456;635;1089;1452;2340
MU;4321402;Tenente Portela (RS);31080;16200;9000;20700;33060;22500;18600;25200;33000;13200;29700;29700;34800;36400;42900;40500;43200;40500;42000;11760
MU;4321436;Terra de Areia (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4321451;Teutônia (RS);360;216;86;270;315;210;315;600;675;450;1050;1650;1500;1500;1500;1650;1680;1122;1692;1420
MU;4321469;Tio Hugo (RS);19176;14460;3240;17040;20304;9450;15456;20590;23004;14910;23430;19836;28392;28392;30576;29200;25715;9035;26876;14595
MU;4321477;Tiradentes do Sul (RS);25200;6863;1575;4680;12960;5400;7920;11000;13500;6000;11000;10500;16200;16200;14040;14040;15600;7722;17160;4320
MU;4321493;Toropi (RS);1200;480;420;1260;900;1050;1215;1069;1560;550;2250;1875;2295;3600;3938;6387;5834;2841;7595;1848
MU;4321501;Torres (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4321600;Tramandaí (RS);-;-;-;-;-;-;-;-;-;-;-;5;8;8;8;9;8;8;8;240
MU;4321626;Travesseiro (RS);576;432;437;729;690;810;756;135;480;113;281;243;297;297;363;317;578;234;878;513
MU;4321634;Três Arroios (RS);600;792;504;960;1200;1080;1200;3300;5280;3960;4500;8910;9150;11220;10530;11520;12960;8694;9639;3510
MU;4321667;Três Cachoeiras (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4321709;Três Coroas (RS);-;-;-;2;2;-;2;2;2;2;2;2;2;2;2;2;-;3;-;-
MU;4321808;Três de Maio (RS);64200;33468;6276;44100;58800;38220;36750;61200;71910;13500;67830;63000;67500;84724;85872;85877;60000;50400;69600;10320
MU;4321832;Três Forquilhas (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4321857;Três Palmeiras (RS);28800;13230;5160;20400;19200;17280;17280;24000;25500;7600;27000;27000;27000;33840;30600;30600;35700;15860;22440;13650
MU;4321907;Três Passos (RS);21000;11440;3300;11000;23940;11340;17280;18900;21750;9750;20250;22500;22500;24300;25920;30240;28080;28800;29700;6480
MU;4321956;Trindade do Sul (RS);29700;12420;4800;29700;29700;21263;20370;29760;30800;6160;32124;34881;42900;31361;46800;39000;46200;22554;37440;13482
MU;4322004;Triunfo (RS);-;17;22;24;24;23;-;-;-;147;702;950;1350;1350;1890;2250;2700;2340;3250;4800
MU;4322103;Tucunduva (RS);21000;11550;1848;17928;19920;10458;16008;21014;26325;3510;20475;26400;29700;33000;33000;33000;31500;28350;28350;12144
MU;4322152;Tunas (RS);5904;3990;1218;6480;8712;7350;8640;9135;10800;1464;10800;12150;14400;15840;20520;17100;18000;6696;24180;10080
MU;4322186;Tupanci do Sul (RS);12150;8593;4442;9600;10800;7200;7560;12150;12960;9113;12000;16500;16500;18000;18000;18096;23316;15276;18000;7980
MU;4322202;Tupanciretã (RS);355840;175170;94896;302625;359040;326400;321750;361200;420000;142800;426000;390870;475928;440297;511529;477910;481110;330296;517493;136926
MU;4322251;Tupandi (RS);3;3;1;3;3;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4322301;Tuparendi (RS);38400;9600;1530;28800;33300;13500;24300;35340;36120;5760;27300;30414;32880;40896;44398;42600;33750;31604;39567;7394
MU;4322327;Turuçu (RS);2310;1512;2363;2400;2700;3330;3110;5670;5360;7308;9814;12106;11226;9471;18150;13613;18150;6600;19250;14850
MU;4322343;Ubiretama (RS);10800;3150;630;6361;9540;3625;6552;9120;10560;2142;8568;12240;12240;15300;16830;15300;16065;10710;15555;663
MU;4322350;União da Serra (RS);288;200;90;570;540;262;675;2550;2310;750;3600;5940;8280;8085;7425;10800;8400;4500;10800;4050
MU;4322376;Unistalda (RS);8610;5520;4200;13580;14070;6930;4822;11439;10530;3307;13680;13662;20488;20400;24600;23220;25006;23324;39600;4500
MU;4322400;Uruguaiana (RS);720;150;640;480;886;555;168;-;-;1350;1020;2500;1627;1270;3600;2748;5787;3542;7201;9456
MU;4322509;Vacaria (RS);67500;46800;39600;90720;84000;79000;73525;103680;99900;84000;126750;114075;172800;174000;196950;187000;198000;148500;201840;132750
MU;4322525;Vale Verde (RS);2090;1680;480;4800;6580;5358;6396;7020;8262;9851;12000;12320;15000;17400;18560;18000;19500;8400;21000;15000
MU;4322533;Vale do Sol (RS);330;270;225;300;300;357;420;360;600;621;759;750;750;750;1200;1800;2340;1264;2574;2040
MU;4322541;Vale Real (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;4322558;Vanini (RS);1350;1440;168;2400;3300;2280;2025;4620;4620;3780;4270;4270;5180;4406;5376;5600;6650;2400;7030;3561
MU;4322608;Venâncio Aires (RS);900;495;599;945;900;1140;2028;2470;4613;4909;5550;6000;7350;9150;12730;11256;13500;6103;14508;15390
MU;4322707;Vera Cruz (RS);420;90;90;126;126;90;105;-;162;120;750;950;1600;1308;1800;1800;1620;980;2100;1404
MU;4322806;Veranópolis (RS);8;333;127;414;414;520;520;520;312;254;457;423;492;581;626;1260;3120;2407;3420;1663
MU;4322855;Vespasiano Corrêa (RS);2550;1458;270;2856;4590;5130;4590;5130;5130;3800;6150;5535;6240;6240;6930;6864;7350;4257;7525;4620
MU;4322905;Viadutos (RS);3240;2633;945;3402;6600;7920;9315;10800;14000;10560;16008;21000;24360;31770;31320;34800;37200;27000;33000;21420
MU;4323002;Viamão (RS);-;-;375;1710;-;-;-;267;-;193;541;949;1493;503;2520;1567;5457;9807;16758;9179
MU;4323101;Vicente Dutra (RS);3360;1008;1596;3800;4800;3876;2481;4560;4800;3360;6000;7840;9000;12600;9720;10260;11894;8197;12000;6300
MU;4323200;Victor Graeff (RS);51480;37074;9018;39960;39960;36120;35100;45000;49500;38700;54000;36000;54000;54000;45000;56700;54000;18000;59250;23800
MU;4323309;Vila Flores (RS);540;240;-;480;480;480;625;1125;1295;525;1080;900;1575;1620;1890;1710;3360;2352;3094;2135
MU;4323358;Vila Lângaro (RS);26400;16830;4293;23850;26235;19875;20034;28545;32220;24165;21720;27150;38010;32760;39900;38025;29880;17430;25080;20400
MU;4323408;Vila Maria (RS);16800;12600;1500;13680;18810;11340;13770;19800;20790;12600;23595;27000;29250;27000;30150;31200;28800;18480;29600;12000
MU;4323457;Vila Nova do Sul (RS);8400;3780;1974;2709;8256;6192;6450;10320;10320;6930;16250;21000;24960;25800;35200;21600;31500;8640;39000;10320
MU;4323507;Vista Alegre (RS);4218;1980;1164;2563;3013;1257;2132;3960;5445;1103;3465;2896;4224;5400;4374;4050;4050;3150;5378;1800
MU;4323606;Vista Alegre do Prata (RS);60;360;60;884;663;405;270;1400;1400;110;990;1320;2160;3120;3120;5070;4860;2310;3120;2860
MU;4323705;Vista Gaúcha (RS);10260;5472;2280;3888;8820;5760;5400;7200;9000;3696;6240;7020;7290;8700;6960;9450;9800;9100;9450;4104
MU;4323754;Vitória das Missões (RS);21000;8190;1800;10830;20900;14250;14250;26460;29700;2640;26220;24150;31050;31290;38855;36036;34584;35342;32165;918
MU;4323770;Westfália (RS);36;18;-;9;9;36;24;60;67;41;67;75;204;204;204;204;128;75;165;116
MU;4323804;Xangri-lá (RS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;5000203;Água Clara (MS);54000;60750;68391;57500;43200;48000;43200;40500;54000;60420;4681;4320;5640;7380;8910;6500;8306;10038;9570;12433
MU;5000252;Alcinópolis (MS);17766;24480;21060;18900;8451;18306;21560;17649;20346;17285;18096;18444;19260;22281;19278;17640;22272;20800;31200;35364
MU;5000609;Amambai (MS);63000;45664;58320;49555;90383;84600;95460;143520;150660;89100;171810;190600;208680;206370;268200;273600;234900;280500;336600;207000
MU;5000708;Anastácio (MS);-;-;-;486;440;600;1551;645;10500;10000;13560;13500;14100;14700;18000;18000;15960;34103;34043;46310
MU;5000807;Anaurilândia (MS);8784;4475;6839;9500;9900;8490;7200;8910;8138;6831;11220;9450;18630;24000;33000;39000;43750;68860;81670;44778
MU;5000856;Angélica (MS);10590;8100;13440;30000;20000;10615;6120;4521;4094;3948;7200;5250;6804;7700;11550;13320;18300;29967;42807;16767
MU;5000906;Antônio João (MS);30192;15150;21514;34500;33750;33750;36450;42840;43050;28000;43200;60480;92070;90416;106350;118800;79200;120000;157500;84600
MU;5001003;Aparecida do Taboado (MS);856;2418;819;556;585;480;770;964;135;135;168;1445;196;210;245;196;485;1182;5671;5866
MU;5001102;Aquidauana (MS);-;-;-;-;-;-;-;-;-;-;-;147;-;144;-;-;-;-;-;567
MU;5001243;Aral Moreira (MS);199660;110670;146310;179438;246500;226800;212940;276660;327120;236880;337320;349020;356400;340080;426900;385200;321000;436800;414000;207000
MU;5001508;Bandeirantes (MS);39000;57600;51552;82250;59400;49500;54000;75000;36800;76950;121520;135000;135000;150000;198000;225720;216000;250800;289000;229925
MU;5001904;Bataguassu (MS);66;525;-;-;-;-;-;161;-;772;2571;2475;6763;14406;22146;25810;11085;27048;26320;23141
MU;5002001;Batayporã (MS);17050;6285;14037;11354;13500;18300;8451;18813;20592;13334;28800;18000;34560;39600;66336;76600;66028;90000;90150;16950
MU;5002100;Bela Vista (MS);27360;24640;19328;27600;26226;28500;33000;36000;39600;32705;32796;58714;64647;64195;78702;99282;103261;135841;142720;143505
MU;5002159;Bodoquena (MS);-;-;-;-;-;-;-;-;173;2099;2325;1350;2850;2880;7620;11940;9600;17432;25032;21781
MU;5002209;Bonito (MS);21060;20400;25324;28800;32400;38700;31500;38340;40500;48000;69600;113550;110880;123480;149760;160080;143100;184800;201250;132300
MU;5002308;Brasilândia (MS);-;548;473;-;-;-;-;-;248;1703;3390;4087;7437;6804;9692;11698;8200;8582;9472;11017
MU;5002407;Caarapó (MS);189000;74000;142129;151680;206250;196080;126000;235600;239360;149213;183528;197133;259678;252000;292320;320400;250980;376200;385000;112200
MU;5002605;Camapuã (MS);25000;34800;12600;23500;13500;13500;13500;19600;25380;27000;33000;37800;45000;47700;68400;65520;67200;108149;94335;115500
MU;5002704;Campo Grande (MS);10605;17714;29728;32982;33396;22446;21528;25650;19488;37800;60138;74784;99864;132960;174706;226800;219000;274700;394800;285666
MU;5002803;Caracol (MS);-;-;688;-;-;-;-;-;-;547;507;1148;2071;2204;5566;7302;5268;7889;11491;28080
MU;5002902;Cassilândia (MS);8100;7830;7680;7560;13122;14400;13800;13500;15000;10414;14400;18240;17100;20790;23400;24750;28050;32950;39000;36000
MU;5002951;Chapadão do Sul (MS);240000;264600;264000;205200;202500;225000;261300;247500;225000;196560;237600;244087;265680;270300;298800;293700;347930;327600;420000;492480
MU;5003108;Corguinho (MS);-;-;-;-;-;-;-;-;-;-;-;1077;2358;2325;1545;-;1400;1624;1624;1462
MU;5003157;Coronel Sapucaia (MS);14875;19242;34800;14040;42630;45900;25440;29040;27342;22800;35235;42000;44400;36120;52344;49500;47850;62000;88920;39520
MU;5003207;Corumbá (MS);-;-;-;-;-;-;-;-;-;-;-;2328;4711;4290;2730;3414;3135;16556;15730;15730
MU;5003256;Costa Rica (MS);203040;212940;188923;205800;240000;216000;227520;243000;225000;242550;231000;245700;270000;246240;267180;271560;270000;320760;318200;363300
MU;5003306;Coxim (MS);27000;28080;17597;13702;14088;32054;34874;35342;30557;30000;32400;31980;33696;34320;36300;39600;43915;47405;42000;47063
MU;5003454;Deodápolis (MS);11200;6000;11440;13113;14250;13500;7500;14500;18200;13771;19050;17050;19380;25745;20400;36540;25200;46200;49500;28900
MU;5003488;Dois Irmãos do Buriti (MS);2880;1480;1200;800;162;120;128;45;6049;7116;7944;11400;16335;21450;21450;23222;20966;39435;49512;47688
MU;5003504;Douradina (MS);25730;13600;15770;17000;28000;29580;21000;30600;33000;26450;29375;19050;39000;35100;43560;45360;33600;46500;52200;18392
MU;5003702;Dourados (MS);407247;179208;291600;364800;434000;418500;264960;436800;448800;280000;390000;432000;450000;518100;575700;612000;540000;627000;684000;396000
MU;5003751;Eldorado (MS);23585;19773;26780;14881;23875;21198;20739;28500;29450;10954;31320;28741;45016;45039;45348;48198;17820;45600;66000;11956
MU;5003801;Fátima do Sul (MS);21000;6930;17550;15000;27000;22320;5400;27000;30600;16380;19000;19950;19845;26600;26190;41040;28800;42000;50400;4860
MU;5003900;Figueirão (MS);...;...;3696;4704;3816;4500;2700;4649;4348;-;990;4050;5640;4860;2340;1815;5445;7763;7763;9342
MU;5004007;Glória de Dourados (MS);2030;2536;5160;3420;3000;2500;1700;2700;3200;3720;3938;3601;3052;4013;4128;5760;4752;16200;7920;3000
MU;5004106;Guia Lopes da Laguna (MS);4644;1620;924;770;558;945;162;450;405;378;7769;16533;28595;35775;56524;62678;56312;83383;80100;45604
MU;5004304;Iguatemi (MS);24000;25622;40755;40154;33600;27200;16346;23845;26560;9958;26085;36000;39200;38493;50385;46200;43200;60000;146250;23451
MU;5004403;Inocência (MS);-;-;386;-;-;-;-;-;-;-;-;-;-;-;-;-;210;175;-;3052
MU;5004502;Itaporã (MS);148500;114400;97760;90220;144000;144000;82401;180000;201600;144522;181170;180120;236401;247716;281520;304200;285360;295800;292500;143970
MU;5004601;Itaquiraí (MS);25648;28848;43492;41650;45900;34560;42840;67367;72600;57600;76500;67171;86780;114480;142942;142800;58800;140250;207400;54900
MU;5004700;Ivinhema (MS);2383;3409;7300;9180;2250;3105;3985;3924;4571;2520;4200;8400;27060;30000;48000;61200;35700;56400;82200;11400
MU;5004809;Japorã (MS);5900;6970;7650;5634;4536;6913;5700;5250;4020;1281;4650;2417;4959;7800;8388;7480;6200;8400;8120;2160
MU;5004908;Jaraguari (MS);14850;13440;12000;15600;14400;16800;17280;8100;7200;10500;12000;12000;30000;33000;44520;59850;57600;72600;104040;165432
MU;5005004;Jardim (MS);4290;2007;6844;9090;5250;5400;6720;7500;10200;9412;10717;13200;23062;31163;35356;43338;39987;59920;61852;57300
MU;5005103;Jateí (MS);6250;17901;12376;21870;31500;24300;17550;28080;27840;19608;31350;21243;35712;36186;62881;84000;72000;87000;87000;4500
MU;5005152;Juti (MS);20160;10140;23200;16632;56700;25000;17000;28025;33600;22300;27250;28800;33906;43500;56000;61600;37800;82500;82434;20080
MU;5005202;Ladário (MS);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;5005251;Laguna Carapã (MS);195000;72960;153000;255000;255000;198900;144000;259200;273600;171360;228360;246150;281700;236880;378960;401400;334500;345000;456300;212610
MU;5005400;Maracaju (MS);414720;345906;340000;488400;561600;507600;496800;583440;623438;615000;688500;696600;775200;773400;982200;1083060;890400;1168200;1115100;1029600
MU;5005608;Miranda (MS);-;-;-;-;-;-;-;-;-;1941;1942;5340;17370;30605;41616;39110;21353;29700;26275;22658
MU;5005681;Mundo Novo (MS);3600;5508;5565;6185;10585;10200;6650;9450;10749;4080;13860;7364;18282;22005;24105;24800;10375;27000;26040;4158
MU;5005707;Naviraí (MS);53460;57853;103535;90000;121260;112488;122148;153725;173163;130013;180000;170911;205660;233613;278743;318420;225000;330600;363000;77760
MU;5005806;Nioaque (MS);-;480;614;1260;-;900;900;720;-;-;270;360;2819;3600;6300;6300;7560;17944;24643;24687
MU;5006002;Nova Alvorada do Sul (MS);63000;55500;60800;54000;59400;87500;67200;101500;42750;60000;48620;44000;81000;82500;92880;107880;98800;135000;185925;224225
MU;5006200;Nova Andradina (MS);5683;4373;7760;11000;12000;11800;5870;11550;11337;7695;22500;19800;32400;36000;72096;83100;59150;96972;140172;27180
MU;5006259;Novo Horizonte do Sul (MS);100;297;1638;1540;3000;3013;6290;1754;1946;1720;3150;9600;15807;12933;13500;18150;19800;33000;31500;4800
MU;5006275;Paraíso das Águas (MS);...;...;...;...;...;...;...;...;...;...;108000;112800;172800;156000;198360;223200;226560;237600;272000;342000
MU;5006309;Paranaíba (MS);-;540;174;142;-;-;-;-;-;-;-;-;-;-;-;869;4800;10286;10422;10908
MU;5006358;Paranhos (MS);275;17304;13650;10557;4860;10215;4959;6450;6720;4620;12900;14220;24000;23085;22400;21600;19600;31500;57337;17820
MU;5006408;Pedro Gomes (MS);16500;25558;16482;24415;22493;22464;18000;25920;27000;29700;21872;26070;25920;23040;32736;31680;35640;36300;36300;55800
MU;5006606;Ponta Porã (MS);355500;153588;243976;355999;355200;403200;325500;468000;462000;342000;432090;579600;630000;618360;694200;774000;681500;936000;1045000;513000
MU;5006903;Porto Murtinho (MS);-;-;-;1080;-;-;-;-;-;864;3600;4437;6087;7850;7831;8176;11388;19488;23100;18060
MU;5007109;Ribas do Rio Pardo (MS);22566;24822;19530;15087;6895;9234;7350;7700;6650;9450;12558;15780;21324;23379;33806;46156;63109;70074;83850;104840
MU;5007208;Rio Brilhante (MS);225000;187000;222750;241500;330000;283500;192000;290000;199500;252000;306000;308160;333840;343200;396000;440000;379500;414000;437000;252000
MU;5007307;Rio Negro (MS);168;4772;4427;3353;3724;3990;3600;3600;4590;3753;4500;4800;15000;8100;3600;3900;3300;3380;12367;13318
MU;5007406;Rio Verde de Mato Grosso (MS);11400;22960;26400;24383;20800;21600;14190;15400;16560;16422;22500;25500;30240;36000;57600;52800;48000;61750;71250;111082
MU;5007505;Rochedo (MS);-;-;-;-;-;-;-;-;-;-;840;-;3657;5175;15010;12600;11760;20100;20400;24166
MU;5007554;Santa Rita do Pardo (MS);142;487;473;305;-;-;-;-;222;731;1803;300;233;-;-;330;348;2039;4423;9205
MU;5007695;São Gabriel do Oeste (MS);342000;390000;259600;263250;336400;253460;368880;356400;242000;349800;411800;417600;461160;396480;468000;468000;410400;482400;504000;544320
MU;5007703;Sete Quedas (MS);6750;20475;21600;17250;24108;26010;21000;34650;26350;23625;36000;42228;54800;53100;61500;66000;75200;86400;98800;48384
MU;5007802;Selvíria (MS);475;1004;747;481;301;852;825;990;1488;1449;2181;990;1688;1836;2358;3296;2635;4020;4096;8380
MU;5007901;Sidrolândia (MS);205200;178500;199800;213900;267900;256500;238620;345000;194400;358800;360901;511128;541260;516060;706230;787200;810000;851000;931000;632520
MU;5007935;Sonora (MS);166400;165000;173862;153508;165000;158400;154000;153900;166169;176400;204699;202950;191880;186000;213570;203400;186450;195966;200550;234000
MU;5007950;Tacuru (MS);6750;24600;40590;25350;34560;26640;18000;29610;29100;21420;30240;28800;32800;33345;37800;54000;30000;36000;63855;28875
MU;5007976;Taquarussu (MS);14423;12335;14751;7858;7500;10500;6284;9935;12306;10000;14260;9660;13800;9936;13800;13800;10080;21000;21000;2250
MU;5008008;Terenos (MS);13200;11508;7615;11064;10020;10020;8802;10110;10044;11600;18000;22080;33000;41340;52719;73824;47544;96782;100968;108912
MU;5008305;Três Lagoas (MS);504;125;-;-;207;143;120;168;98;-;-;403;583;783;758;1068;1372;851;689;-
MU;5008404;Vicentina (MS);10775;4455;7740;7254;10200;9180;3960;10200;12075;8400;9200;7920;8880;12470;19600;28050;15960;28968;31990;2801
MU;5100102;Acorizal (MT);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;5100201;Água Boa (MT);86003;110208;144000;129600;80310;119100;115197;128290;148500;206700;267900;356400;397800;319200;467610;528000;528000;640800;609000;688622
MU;5100250;Alta Floresta (MT);1800;365;2187;3045;-;1971;-;1293;-;-;7200;17554;32736;31677;52948;66006;92156;95940;104755;199533
MU;5100300;Alto Araguaia (MT);77322;78617;97288;58052;37601;46711;40592;43040;41666;44949;70725;88086;83736;81498;102400;99830;122696;120543;145052;160740
MU;5100359;Alto Boa Vista (MT);1500;3810;3240;3000;4500;7500;2800;5040;9888;21060;18000;32220;58380;53686;73854;73853;87180;91584;105628;122850
MU;5100409;Alto Garças (MT);256825;218040;233640;193200;195960;231000;252000;243570;211210;218130;244800;291207;291345;273600;310392;306900;287299;320550;320550;383160
MU;5100508;Alto Paraguai (MT);14510;21319;20160;23932;20070;19500;19500;20070;21060;20280;20280;21000;21000;21000;22680;21000;21000;22680;23609;24776
MU;5100607;Alto Taquari (MT);198900;183600;220800;161460;112011;159800;102000;137230;152291;155424;153569;172578;164424;169825;177120;164858;162464;157381;201852;265800
MU;5100805;Apiacás (MT);30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2228;4392
MU;5101001;Araguaiana (MT);-;1800;-;-;-;-;-;-;-;1241;3600;5493;7293;5592;5633;6200;8201;12754;13187;34125
MU;5101209;Araguainha (MT);-;-;949;630;-;-;-;-;-;-;-;73;135;729;729;810;2244;2108;4317;5070
MU;5101258;Araputanga (MT);-;-;-;-;-;-;-;-;-;-;144;525;726;439;1208;1468;-;-;4832;5865
MU;5101308;Arenápolis (MT);1500;1350;1290;2700;-;-;705;2184;2352;2100;2700;3300;3300;3300;8100;7500;7500;7750;12402;16500
MU;5101407;Aripuanã (MT);26;-;-;-;-;-;-;-;-;-;-;1800;2520;3510;3705;3600;4680;7938;10272;14616
MU;5101605;Barão de Melgaço (MT);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;5101704;Barra do Bugres (MT);675;6677;11202;10339;6750;7917;7350;2703;2660;2700;5600;3600;-;2394;4515;3805;4040;4636;4787;9851
MU;5101803;Barra do Garças (MT);18579;33464;47613;54861;47032;63361;47760;49084;44510;47488;55104;92216;101883;101622;106416;103200;83267;119265;123750;175000
MU;5101852;Bom Jesus do Araguaia (MT);27000;18900;75000;50400;74700;105000;114912;136276;148500;178650;228848;232463;298020;301941;374882;360137;367948;365414;400583;516450
MU;5101902;Brasnorte (MT);267900;340099;486965;359136;249000;465495;424676;421492;487057;530430;514440;650220;698610;664440;683966;786480;772800;855600;851453;960386
MU;5102504;Cáceres (MT);-;1248;9000;10240;7500;8400;12968;11550;12307;12307;11424;12267;14733;16551;21906;32656;39287;49848;25466;45085
MU;5102603;Campinápolis (MT);1905;1752;864;-;-;-;-;-;-;-;30855;46167;46167;70643;93810;88500;104400;109440;91200;98419
MU;5102637;Campo Novo do Parecis (MT);902924;879881;1071099;868770;894000;990570;967208;1006135;990352;1063800;1125720;1194288;1197900;1162800;1172148;1322400;1276800;1377060;1304958;1396080
MU;5102678;Campo Verde (MT);365933;429120;418658;382720;367080;401940;461100;506002;564300;590700;595500;652080;654060;671615;789600;693000;673920;753810;846000;883128
MU;5102686;Campos de Júlio (MT);491749;498837;627767;591963;474730;522375;529084;456936;493237;563565;528673;604300;610617;580566;610834;717360;667590;736838;735075;756450
MU;5102694;Canabrava do Norte (MT);8922;25200;36000;27000;10920;13440;4320;5910;14214;17487;45000;63300;72600;106590;103626;115200;91942;87723;103262;103262
MU;5102702;Canarana (MT);192869;233700;303923;226193;240000;251255;270690;339825;406235;475997;499500;678940;719100;626940;824877;841500;874500;940500;1053000;1015000
MU;5102793;Carlinda (MT);957;894;243;-;-;-;-;-;-;468;2880;11891;14850;14425;25052;20904;37768;44550;43989;72475
MU;5102850;Castanheira (MT);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4620;2088
MU;5103007;Chapada dos Guimarães (MT);20684;30656;39472;42969;24065;26420;39599;44624;46175;56069;50783;56313;62586;56641;48333;95434;104000;115684;114621;122400
MU;5103056;Cláudia (MT);28968;41274;95876;76950;42300;76455;84000;121719;136590;152342;178776;240180;267240;290460;354375;313844;355736;361080;336600;342720
MU;5103106;Cocalinho (MT);12725;21057;10080;4914;1215;1215;-;-;-;-;840;12929;22725;16117;17871;21900;33482;40491;41250;60329
MU;5103205;Colíder (MT);-;1030;1030;1032;624;-;2100;690;1248;3960;9000;13860;23272;26730;36033;40000;50644;52800;68034;94741
MU;5103254;Colniza (MT);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;5103304;Comodoro (MT);30000;53776;118160;116496;137280;126900;95880;114943;122839;137700;171360;193860;198900;208080;214500;252000;254400;270600;281641;336600
MU;5103353;Confresa (MT);-;-;-;-;-;-;-;2430;10302;11220;20683;122962;100650;126663;109019;136768;145080;144150;200912;200912
MU;5103361;Conquista D'Oeste (MT);-;4000;4920;4500;1410;2496;-;-;-;-;-;-;10105;8778;11726;15114;21103;26339;29696;41013
MU;5103379;Cotriguaçu (MT);-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;1080;936;2878;3656;6960
MU;5103403;Cuiabá (MT);-;-;-;-;-;-;-;-;-;-;-;216;-;242;-;-;-;1176;1176;-
MU;5103437;Curvelândia (MT);120;210;210;1080;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;5103452;Denise (MT);-;-;-;-;-;-;-;-;-;-;-;-;9930;8439;13775;7380;10156;13070;16174;25390
MU;5103502;Diamantino (MT);746768;731833;918000;794880;796147;871116;879225;867948;826800;873600;849600;958584;995960;926100;1062553;1091880;1138500;1181952;1315239;1286747
MU;5103601;Dom Aquino (MT);84394;90882;86097;70951;76267;86736;84240;96259;84169;87696;103200;115128;115128;137640;135300;159000;112320;123120;125280;140222
MU;5103700;Feliz Natal (MT);6864;39420;55973;96949;128520;114720;138600;148500;159720;216868;236676;301679;381600;310200;409920;410400;471960;511200;445500;482220
MU;5103809;Figueirópolis D'Oeste (MT);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;386
MU;5103858;Gaúcha do Norte (MT);36000;63360;82453;87300;114700;149554;189240;226728;263304;355898;383767;536000;594000;359100;545400;579120;666600;656659;589669;665000
MU;5103908;General Carneiro (MT);93816;136366;172093;89283;151800;188616;182325;180000;184980;187281;206862;188052;223061;195009;204859;206539;179860;201600;194040;241033
MU;5103957;Glória D'Oeste (MT);192;428;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;5104104;Guarantã do Norte (MT);2700;3564;4050;1445;1050;1166;1200;3000;3744;9900;26400;22200;30300;27331;36000;36000;41580;44800;45760;48960
MU;5104203;Guiratinga (MT);158912;177097;177170;156240;184450;162240;168200;180119;172356;165300;202292;215706;196675;195840;220800;227700;227700;231840;236640;244202
MU;5104500;Indiavaí (MT);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4787;2738
MU;5104526;Ipiranga do Norte (MT);...;...;463188;406000;374400;474875;493425;535020;495900;494748;511488;536040;543000;456412;710711;739200;686400;783000;702000;740250
MU;5104542;Itanhangá (MT);...;...;142094;113520;107578;132000;132480;149827;156000;187200;207360;216540;258720;229320;270000;296400;279000;357840;349440;339360
MU;5104559;Itaúba (MT);20280;32784;63676;51900;56448;50400;50400;22500;36401;80000;99000;82980;101760;123555;158400;151680;149424;168300;162600;230400
MU;5104609;Itiquira (MT);366360;500500;460234;371640;513360;540000;540000;600000;608400;629640;630000;585173;555300;540000;509569;561600;594000;604800;615600;783137
MU;5104807;Jaciara (MT);70661;69454;88072;78373;70033;90032;99000;90720;102648;108150;114000;118500;118500;120746;158400;168606;141000;158536;174000;205200
MU;5104906;Jangada (MT);3000;2058;774;682;909;960;900;9000;324;-;360;536;672;864;1056;2244;2636;6780;6800;8434
MU;5105002;Jauru (MT);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;5105101;Juara (MT);-;-;-;-;-;-;420;3300;1716;1696;13120;24900;72225;92160;125400;130200;140800;171600;180000;231700
MU;5105150;Juína (MT);138;138;2100;960;-;-;-;-;-;-;2080;4800;25500;16968;17490;25440;27360;34472;48578;68619
MU;5105176;Juruena (MT);-;-;-;-;-;-;-;-;-;-;-;-;-;-;489;1800;1650;792;1247;3600
